sku,nombre,regular,tecnico,cananea,mayoreo_menos,mayoreo_mas,notas
DC97‑07618A,FELPA SEC. SAMSUNG DC97‑07618A,650.00,,,,650.00,un_solo_precio_distinto;sin_decimal_para_cananea
w11035878,FELPA SEC. WH FRONTAL W11035878,590.00,510.01,510.01,490.00,450.00,
280114,FELPA SEC. WH ORG. 280114,750.00,488.55,488.55,750.00,488.55,
239087,FELPA SEC. WH. 239087,820.00,760.00,552.96,700.00,552.96,
248,FELPA SECADORA WH W10612022,593.63,,593.63,,593.63,un_solo_precio_distinto
W10717210,FILTRO ATRAPA PELUZA WH ORG. W10717210,800.01,800.00,800.01,800.00,0.00,
1870,FILTRO ATRAPAPELUSA MABE WE03X23881,490.00,,,,490.00,un_solo_precio_distinto;sin_decimal_para_cananea
602,FILTRO ATRAPAPELUSA MEDIA LUNA WHMY,180.00,145.00,,145.00,0.00,sin_decimal_para_cananea
601,FILTRO ATRAPAPELUSA PLANO MY WH W10120998,440.00,380.00,,440.00,380.00,sin_decimal_para_cananea
DC61‑02595A,FILTRO ATRAPAPELUSA SAMSUNG DC61‑02595A,600.00,,,,600.00,un_solo_precio_distinto;sin_decimal_para_cananea
2189,FILTRO ATRAPAPELUSA SEC. MABE 254C1262G002,490.00,390.00,231.91,335.00,231.91,
2311,FILTRO ATRAPAPELUSAS SECADORA WH. GEN. 339392,760.00,670.00,,620.00,580.00,sin_decimal_para_cananea
339392,FILTRO ATRAPAPELUSAS SECADORA WH. ORG. 339392,660.00,580.00,351.30,505.00,351.30,
W10859086,FILTRO SECADORA MAYTAG W10859086,1020.00,,,,1020.00,un_solo_precio_distinto;sin_decimal_para_cananea
1595,FUSIBLE CORTO WH GEN,17.41,,17.41,,17.41,un_solo_precio_distinto
1172,FUSIBLE SECADORA WH SOLO GEN 3977393 309F,50.00,30.45,30.45,50.00,30.45,
279570,GRAPAS PARA PUERTA 279570,170.00,145.00,86.50,125.00,86.50,
wp31001556vp,IGNITOR BASE CHICA WHO,450.00,389.99,389.99,389.99,0.00,
686590,IGNITOR PLANO C/BASE WH O.,450.00,410.00,250.32,360.00,250.32,
1248,IGNITOR PLANO MABE ORG CON BASE 248C1186P002,600.00,500.00,308.13,420.00,308.13,
512,IGNITOR REDONDO MABE,400.00,355.24,355.24,355.24,0.00,
1989,IGNITOR TIPO CIGARRO MABE/ GE 248C1185G001,540.00,443.36,443.36,540.00,443.36,
wpw10549553,JALADERA BLANCA PUERTA SEC. WH. W10549553,350.00,280.00,87.62,190.00,87.62,
1669,JALADERA PUERTA MABE SEC. 228C2419P010,200.00,150.00,,135.00,125.00,sin_decimal_para_cananea
w10861225,JALADERA PUERTA SEC WH BLANCA W10861225,450.00,400.00,,400.00,0.00,sin_decimal_para_cananea
1353,JUEGO DE ESPREA KIT WH GEN,122.78,,122.78,,122.78,un_solo_precio_distinto
W11581316‑S,JUEGO DE ESPREAS SEC. WH. COMPLETA GAS LP W11581316‑S,850.00,750.00,590.25,700.00,590.25,
w910010009,JUEGO DE ESPREAS WH OR.,160.91,,160.91,,160.91,un_solo_precio_distinto
1041,JUEGO DE PERILLAS ESTUFA GRIS MODELO W10666904,600.00,0.00,,600.00,0.00,sin_decimal_para_cananea
1083,JUEGO DE RODILLOSSAMSUNG ORG. JY11,380.00,310.00,,290.00,0.00,sin_decimal_para_cananea
144444,KIT DE SECADORA ATRAPAPELUSA,132.77,,132.77,,132.77,un_solo_precio_distinto
1184,KIT DESLIZADOR MAYTAG 12002126,280.00,240.00,220.01,220.01,205.00,
WE25X218,KIT ESPREA NATURAL SEC. GE/MABE WE25X218,690.00,630.00,408.64,590.00,408.64,
1946,"KIT PARA SECADORA LG TERMISTOR, TERMOSTATO ORIGINAL",0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
50946009865,"KIT REPARACION SEC. WH ORG. 4392065,349241",700.00,640.00,408.57,550.00,408.57,
agm30045804,"KIT SECADORA LG, TERMISTOR, TERMOSTATO AGM30045804",800.00,690.00,,620.00,550.00,sin_decimal_para_cananea
908,KIT SOPORTE TINA SEC. WW 5303281153,500.00,400.00,187.59,300.00,187.59,
2308,"LLAVE ANGULAR 3/8, 1/2",95.00,85.00,56.09,75.00,56.09,
872,MANGUERA DE GAS PARA SEC 2 METROS,100.00,85.00,47.29,75.00,47.29,
1255,MANGUERA DE GAS PARA SEC 3M,120.00,105.00,53.56,90.00,53.56,
621,MANGUERA DE GAS PARA SEC. 1METRO,34.92,,34.92,,34.92,un_solo_precio_distinto
131644700,MANIJA SEC. FRIGIDAIRE 131644700,350.00,,,,350.00,un_solo_precio_distinto;sin_decimal_para_cananea
120,MOTOR BOMBA UNIV. 35 W,250.00,200.00,97.45,160.00,97.45,
279827,MOTOR P/SEC. WH ORG. 279827,1378.80,,1378.80,,1378.80,un_solo_precio_distinto
2292,MOTOR SEC. MABE 234D1469P006 ORG,1900.00,1600.00,,1400.00,840.00,sin_decimal_para_cananea
DC31‑00055H,MOTOR SEC. SAMSUNG DC31‑00055H,1850.00,,,,1850.00,un_solo_precio_distinto;sin_decimal_para_cananea
1792,MOTOR VENTILADOR PARA CONDENSADOR 110V,2320.00,1160.00,,2320.00,1160.00,sin_decimal_para_cananea
1573,NIPLE CAMPANA 3/8 PARA SEC.,30.00,16.42,16.42,30.00,16.42,
2317,"NIPLE CAMPANA CODO 3/8, 1/2",50.00,40.00,,35.00,30.00,sin_decimal_para_cananea
49621,PATA NIVELADORA SEC. WH,100.00,80.00,50.96,70.00,50.96,
76818380009,PEGAMENTO PÁRA FELPAS SEC.,230.00,190.00,,150.00,0.00,sin_decimal_para_cananea
1582,"PERILLA CONTROL SEC, MBK",320.00,280.00,,260.00,240.00,sin_decimal_para_cananea
w10743997,PERILLA CONTROL SEC. WH. ORG MEDIANA W10743997,150.00,125.00,65.79,95.00,65.79,
1722,PERILLA SELECTOR MABE/KRAKEN 323B2369G007,70.00,55.00,,50.00,45.00,sin_decimal_para_cananea
W11611672,"PERILLA SELECTOR SEC, WH, W11611672",180.00,160.00,,150.00,140.00,sin_decimal_para_cananea
799,PERILLA TARJETACONT. MBK BCA/CROM.,135.00,130.00,96.10,120.00,96.10,
1535,PERILLA TIMER MABE BLANCA/CORMO WW02L00732,127.90,,127.90,,127.90,un_solo_precio_distinto
W11291948,PERILLA TIMER SEC. WH. CROMO W11291948,86.10,,86.10,,86.10,un_solo_precio_distinto
1017,PERILLA TRJTA. CONTROL GRIS/CROMO. MABE KR SEC. 2253C1252G010,99.18,,99.18,,99.18,un_solo_precio_distinto
239,PICTEL DE COBRE PARA REGULADOR DE GAS,70.00,0.00,,70.00,0.00,sin_decimal_para_cananea
1101,POLEA CON BRAZO SAMSUNG ORG. DC66‑00903A,600.00,540.00,,440.00,324.00,sin_decimal_para_cananea
604,POLEA MOTOR SECADO RSCA. DER.,100.00,69.19,69.19,100.00,69.19,
1709,POLEA SEC. SAMSUNG,110.00,90.00,,80.01,75.01,varios_con_decimales
1756,POLEA SEC. WH 279640 GEN,30.45,,30.45,,30.45,un_solo_precio_distinto
1912,POLEA TENSORA AMANA SEC. 38225‑REPL WP40045001,34.56,,34.56,,34.56,un_solo_precio_distinto
1190,POLEA TENSORA C. BRAZO MABE ORG. 189D7031G001,200.00,160.00,,145.00,135.00,sin_decimal_para_cananea
1054,POLEA TENSORA COMPLETA WH GEN. 691366,94.54,,94.54,,94.54,un_solo_precio_distinto
wp691366,POLEA TENSORA COMPLETA WH ORG. 691366,217.05,,217.05,,217.05,un_solo_precio_distinto
1985,POLEA TENSORA COMPLETA WH W10837240 GEN,200.00,170.00,,135.00,94.00,sin_decimal_para_cananea
w10837240,POLEA TENSORA COMPLETA WHO,510.00,390.04,390.04,510.00,390.04,
1661,POLEA TENSORA MABE GE ORG. 248C1196P001,48.35,,48.35,,48.35,un_solo_precio_distinto
131863007,POLEA TENSORA SEC WW ELECT.,400.00,330.00,,330.00,0.00,sin_decimal_para_cananea
5303212849,POLEA TENSORA SEC. COMPLETA WW.5303212849,470.00,420.00,256.05,370.00,256.05,
7503026414422,POLEA TENSORA SOLA LG 4560EL3001A,39.43,,39.43,,39.43,un_solo_precio_distinto
279640,POLEA TENSORA SOLA WHO,100.00,68.59,68.59,100.00,68.59,
1163,POLEA TENSORA WH ANCHA TIPO 6‑3700340,48.73,,48.73,,48.73,un_solo_precio_distinto
1192,"REGULADOR 1VIA SIN CONEXIONES 3/8 A1/2""",140.00,0.00,,140.00,0.00,sin_decimal_para_cananea
2297,REGULADOR B.P. CON MANERAL Y MANGUERA TUERCA 3/8 X 2MTS,160.00,140.00,97.45,130.00,97.45,
2125,"REJILLA DE VENTILACION 4""",90.00,70.00,38.86,60.00,38.86,
700,"REJILLA DUCTO 4""",58.00,0.00,,58.00,0.00,sin_decimal_para_cananea
2180,"REJILLA PARA EXTRACTOR DE ALUMINIO 8""",480.00,,,,480.00,un_solo_precio_distinto;sin_decimal_para_cananea
909,RELAY 30 AMP. 220V PARA MOTOR SEC.,100.00,80.01,80.01,80.01,0.00,
1216,RESISTENCIA CON TERMOSTATO WW ORG COMPLETA 137392700,4000.00,3800.00,,3800.00,3500.00,sin_decimal_para_cananea
1730,RESISTENCIA GENERAL ELECTRIC REDONDA,1500.00,,,,1500.00,un_solo_precio_distinto;sin_decimal_para_cananea
x00243stsh,"RESISTENCIA SEC WH, ORG 3387747",588.29,,588.29,,588.29,un_solo_precio_distinto
5300622032,RESISTENCIA SEC WW ELEC. 5300622032,1200.00,1050.00,,980.00,890.00,sin_decimal_para_cananea
8544771,RESISTENCIA SEC. MAYTAG 8544771,1120.00,,,,1120.00,un_solo_precio_distinto;sin_decimal_para_cananea
1652,RESISTENCIA SEC. MY. 503978,1100.00,1000.00,939.99,1000.00,939.99,
2160,RESISTENCIA SEC. SAMSUNG DC47‑00019A,370.00,,,,370.00,un_solo_precio_distinto;sin_decimal_para_cananea
2198,RESISTENCIA SEC. SAMSUNG DC97‑14486A,1380.00,1220.00,737.39,1060.00,737.39,
wp4391960,RESISTENCIA SEC. WHO 4391960,665.24,,665.24,,665.24,un_solo_precio_distinto
134792700,RESISTENCIA SEC. WW 134792700,1030.00,,,,1030.00,un_solo_precio_distinto;sin_decimal_para_cananea
279838,RESISTENCIA WH MODERNA. 279838,950.00,880.00,591.14,800.00,591.14,
1788,RETENEDOR RODAMIENTO SEC. MABE,120.00,100.00,,90.00,80.00,sin_decimal_para_cananea
1437,RODILLO TAMBOR JGO. WHG,94.53,,94.53,,94.53,un_solo_precio_distinto
349241t,RODILLO TAMBOR PAR WHO 349241,260.00,,,,260.00,un_solo_precio_distinto;sin_decimal_para_cananea
893,RODILLO TAMBOR SEC LG,64.19,,64.19,,64.19,un_solo_precio_distinto
121,RODILLO TAMBOR SEC WH PZA. O,195.00,160.00,,130.00,105.00,sin_decimal_para_cananea
122,RODILLO TAMBOR SEC. AM PZA,395.00,348.00,,348.00,0.00,sin_decimal_para_cananea
1354,RODILLO TAMBOR SEC. MY WH,180.00,150.00,80.39,120.00,80.39,
1473,SELLO FELPA CON DESLIZADOR GEN,320.00,270.00,165.80,220.00,165.80,
1015,SOPORTE BUJE SEC. MABE 248C1156G001,235.00,215.00,159.67,200.00,159.67,
2037,SOPORTE PUERTA SEC. SAMSUNG  DC97‑18057A,300.00,260.00,154.69,220.00,154.69,
1662,SOPORTE TAMBOR SEC WW 131825900,16.87,,16.87,,16.87,un_solo_precio_distinto
1470,SWICTH SELECTOR SEC 234D2342P002,135.00,120.00,,110.00,100.00,sin_decimal_para_cananea
131447500,SWITCH ARRANQUE S/CLIP ROT. SEC. WW 2 TERM. 131447500,450.00,380.00,248.40,350.00,248.40,
we4m416,SWITCH ENCENDIDO MABE ORG WE4M416,56.90,,56.90,,56.90,un_solo_precio_distinto
1325,SWITCH PUERTA MABE ORG. 248C1157P001,95.00,80.00,,95.00,80.00,sin_decimal_para_cananea
1191,SWITCH PUERTA SEC WH GEN TIPO 279347,180.00,150.00,,150.00,140.00,sin_decimal_para_cananea
1294,SWITCH PUERTA SEC. WH GEN 279347,82.83,,82.83,,82.83,un_solo_precio_distinto
w10169313,SWITCH PUERTA WH OR.,250.00,0.00,,250.00,0.00,sin_decimal_para_cananea
1224,SWITCH ROTATORIO MABE ORG. 212D1094P004,125.00,110.00,61.73,100.00,61.73,
1494,SWITCH SEC. MABE 1 BOTON 3 TERM.,150.00,130.00,,120.00,110.00,sin_decimal_para_cananea
78,SWITCH SECADORA TAPA WH 3C. GEN,71.74,,71.74,,71.74,un_solo_precio_distinto
2156,SWITCH SELECTOR 4 POS. 5 TERM. 212D1095P005,2250.00,320.00,156.67,225.00,156.67,
2157,SWITCH SELECTOR 4 POS. 5 TERM. WE4M269,300.00,255.00,145.35,210.00,145.35,
1532,"SWITCH TAPA SEC MABE WW02F00809,254c1353p002",199.00,120.00,,100.00,90.00,sin_decimal_para_cananea
883049433936,SWITCH TAPA WH ORG 3977456,200.00,165.00,98.03,140.00,98.03,
79,SWITCH TAPA WH ORG. 3 CAB.,320.00,280.00,176.61,250.00,176.61,
3406102,SWITCH TAPA WHORG. 2 CABLES,164.79,,164.79,,164.79,un_solo_precio_distinto
wp3398095,SWITCH WH 3398095,970.00,760.74,760.74,970.00,760.74,
746,TAPA METALICA PARA CONTACTO 220V SECADORA,100.00,,,,100.00,un_solo_precio_distinto;sin_decimal_para_cananea
W11027185,TARJETA CTRL SEC. WH. ORG W11027185,6500.00,5800.00,,5800.00,4866.00,sin_decimal_para_cananea
1110,TERMICO CHICO SAMSUNG ORG.,42.64,,42.64,,42.64,un_solo_precio_distinto
11601,TERMICO DE SQDE 2X20 AMPS,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1112,TERMICO GRANDE SAMSUNG ORG. 091216,150.00,135.00,,125.00,115.00,sin_decimal_para_cananea
1113,TERMICO GRANDE SAMSUNG ORG. A1302,115.71,,115.71,,115.71,un_solo_precio_distinto
1109,TERMICO PUENTE SAMSUNG ORG.,154.69,,154.69,,154.69,un_solo_precio_distinto
1114,TERMICO SAMSUNG ORG. D2126,78.76,,78.76,,78.76,un_solo_precio_distinto
1976,TERMICO SEC. WH GEN L155‑25F 4TERM. 3387134 SECADORA ELECTRICA,140.00,110.00,59.33,85.00,59.33,
37001136,TERMICO SEC. WH/ AMANA 37001136 5 PINES 146F,850.00,717.78,717.78,850.00,717.78,
3387134,TERMICO SEC. WHO L155‑25F 4 TERM. 3387134,239.40,,239.40,,239.40,un_solo_precio_distinto
5304406099,TERMICO SECADORA WW L240‑50F ORG.,320.00,285.00,,265.00,245.00,sin_decimal_para_cananea
1239,TERMICOS Y SWITCH SEC MABE ORG,600.00,499.99,499.99,499.99,0.00,
x002v2nxlj,"TERMISTOR DE TEMPERATURA LG ROJO 6323EL2001B, 6323EL2001H",500.00,400.00,320.29,350.00,320.29,
1111,"TERMISTOR SAMSUNG ORG SIRVE WH,MY",240.00,200.00,,180.00,170.00,sin_decimal_para_cananea
134711300,TERMISTOR SEC ELEC.134711300,950.00,830.00,,780.00,720.00,sin_decimal_para_cananea
wp31001590,TERMISTOR WH WP31001590,330.00,,,,330.00,un_solo_precio_distinto;sin_decimal_para_cananea
135,TERMOFUSIBLE DELGADO SEC. WH GEN.,50.00,40.00,16.18,40.00,16.18,
231,"TERMOPAR P/BOILER CONPILOTO 14""",130.00,111.36,,109.55,0.00,varios_con_decimales
3977767,TERMOSTATO 105C WH ORG 3977767,113.23,,113.23,,113.23,un_solo_precio_distinto
137032600,TERMOSTATO ALTO LIMITE WW ORG. 137032600,380.00,325.99,325.99,325.99,0.00,
134048900,TERMOSTATO ELE ORG. 134048900 L135‑15F,350.00,310.00,,290.00,270.00,sin_decimal_para_cananea
w910010090,TERMOSTATO KIT WHO W910010090,202.98,,202.98,,202.98,un_solo_precio_distinto
134711401,TERMOSTATO LIMITADOR TERMICO WW ORG. 134711401,195.00,185.00,,170.00,160.00,sin_decimal_para_cananea
137539200,TERMOSTATO SEC. ELECTROLUX 137539200 314F,250.00,210.00,126.69,180.00,126.69,
136,TERMOSTATO SEC. KIT WH G. 279769,150.00,115.00,,115.00,0.00,sin_decimal_para_cananea
279769,TERMOSTATO SEC. KIT WHO. 279769,140.00,,,,140.00,un_solo_precio_distinto;sin_decimal_para_cananea
5308015399,TERMOSTATO SEC. WW. 5308015399,350.00,,,,350.00,un_solo_precio_distinto;sin_decimal_para_cananea
338906V,TERMOSTATO SENSOR FLAMA I WH MAY O.,380.00,350.00,236.10,320.00,236.10,
1230,TIMER SEC. GE MABE ORG 234D1296P008 TMD14M06,790.00,690.00,414.13,595.00,414.13,
1801,TIMER SEC. GE MABE ORG 234D1296P017 TMD1TM26,900.00,850.00,544.73,785.00,544.73,
2194,TIMER SEC. GE MABE ORG 234D2377P001,682.10,,682.10,,682.10,un_solo_precio_distinto
1496,TIMER SEC. GE MABE ORG 234D2377P002 TMD1CM34,438.49,,438.49,,438.49,un_solo_precio_distinto
1681,TIMER SEC. GE MABE ORG 234D2377P007 / TMD1CM33,620.00,550.00,510.01,510.01,475.00,
870,TIMER SEC. GE MABE ORG. TMD1DM18 234D1296P010,700.00,620.00,,590.00,540.00,sin_decimal_para_cananea
1534,TIMER SEC. MABE WW02F00658 234d2377p002,1200.00,930.00,,880.00,820.00,sin_decimal_para_cananea
1760,TIMER SEC. WH W10185981,1398.40,,1398.40,,1398.40,un_solo_precio_distinto
1708,TIMER SEC. WH W10436308,2570.00,2270.00,1586.66,1965.00,1586.66,
2319,TIMER SEC. WH. W10185992 / W11758408 GEN,1500.00,1320.00,778.31,1120.00,778.31,
1632,TIMER SECADORA WH W10185969 / 701‑1‑AM1631,1592.88,,1592.88,,1592.88,un_solo_precio_distinto
1980,TIMER SECADORA WH W10185982,2390.00,2100.00,1270.38,1825.00,1270.38,
1631,TIMER SECADORA WH W10185992 / 602‑1‑AM,971.97,,971.97,,971.97,un_solo_precio_distinto
1625,TIMER SECADORA WH W10436302,2130.00,1880.00,1132.95,1630.00,1132.95,
wpw10185992,TIMER SECADORA WH WPW10185992,3600.00,3235.00,,3235.00,0.00,sin_decimal_para_cananea
1585,TURBINA MABE 234D2117P003 / WW02F00900,160.00,140.00,,130.00,120.00,sin_decimal_para_cananea
1183,TURBINA MOTOR MAYTAG 303836 GEN,103.57,,103.57,,103.57,un_solo_precio_distinto
wp694089,TURBINA MOTOR SEC. WHO WP694089,475.00,395.00,,395.00,0.00,sin_decimal_para_cananea
7786,"TURBINA MOTOR WH GEN 694089,279711",87.72,,87.72,,87.72,un_solo_precio_distinto
131476309,TURBINA MOTOR WW ORG. 131476300,225.35,,225.35,,225.35,un_solo_precio_distinto
wp53'0106,TURBINA MYO,627.72,0.00,627.72,627.72,0.00,
697772,TURBINA SEC WH 697772,1450.00,1300.00,838.50,1150.00,838.50,
2168,TURBINA SEC. MABE 234D1593P001/WW02A00011,320.00,255.00,78.87,215.00,78.87,
2168,TURBINA SEC. MABE ORG.  234D1593P001 / 212D1092G001,290.00,250.00,86.73,190.00,86.73,
1977,TURBINA SEC. MAYTAG NEPTUNO 33001790,670.00,560.11,560.11,670.00,560.11,
2261,TURBINA SEC. WH. 7 PUL. GEN. 696426,210.00,185.00,71.14,160.00,71.14,
131775600,TURBINA Y CUBIERTA SEC. ELECTROLUX 131775600,1400.00,1200.00,857.49,1080.00,857.49,
116,VALVULA DE GAS WHMY SEC,355.00,0.00,,355.00,0.00,sin_decimal_para_cananea
1240,VALVULA REGULADORA DE GAS WW ORG SIRVE VARIAS MARCAS,310.00,290.00,,290.00,0.00,sin_decimal_para_cananea
lot400,VALVULA SEC MABE EASY‑GE ORIGINAL GAS LP(BUTANO),575.51,,575.51,,575.51,un_solo_precio_distinto
AGM30063309,VALVULA SEC. LG ORG. 5221EL2002A,2900.00,,,,2900.00,un_solo_precio_distinto;sin_decimal_para_cananea
189D7089P003,VALVULA SEC. MABE EASY GAS LP  ORG. 189D7089P003,1100.00,960.00,,840.00,584.65,varios_con_decimales
189d7089p016,VALVULA SEC. MABE ORG. BOBINA DUAL 189D7089P016,780.00,579.77,579.77,780.00,579.77,
189d7089p001,VALVULA SEC. MABE ORIGINAL 2 BOBINAS NUEVA,1080.00,960.00,,890.00,830.00,sin_decimal_para_cananea
212d1460p001,VALVULA SEC. MABE ORIGINAL 3 BOBINAS COMPLETA,289.29,,289.29,,289.29,un_solo_precio_distinto
lot401,VALVULA SECADORA MABE ORIGINAL GAS LP,345.92,,345.92,,345.92,un_solo_precio_distinto
2126,"VENTILA CON REJILLA 4""",200.00,170.00,103.96,150.00,103.96,
1777,"AIRE ACONDICIONADO TIPO MINISPLIT MARCA UA, 220V 2 TONELADAS, EFICIENCIA ESTANDAR, SOLO FRIO",986.00,,,,986.00,un_solo_precio_distinto;sin_decimal_para_cananea
BN,BARRIDO NITROGENO PARA LIMPIEZA,1450.00,,,,1450.00,un_solo_precio_distinto;sin_decimal_para_cananea
BC11,BOMBA PARA COOLER DE 11000FT MAXCOOL 230V,1.00,,,,1.00,un_solo_precio_distinto;sin_decimal_para_cananea
CH14,"CHUMACERA DE 1 1/4""",1.00,,,,1.00,un_solo_precio_distinto;sin_decimal_para_cananea
1739,"CIERRE DE MAQUINA DUCTO EXTERIOR AISLADO, RESANAR LOSA E IMPERMEABILIZADO INYECCION Y RETORNO",0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
CJPC,"COJINES DE PAJA PARA COOLER DE 55X10""",1.00,,,,1.00,un_solo_precio_distinto;sin_decimal_para_cananea
1852,COMPRESOR PARA REFRIGERADOR DOMESTICO 110V 134A 1/3HP EMBRACO,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
2052,CONDENSADOR PARA REFRIGERADOR CAPACIDAD 1/4 HP PARA REFRIGERADOR SAMSUNG,2320.00,,,,2320.00,un_solo_precio_distinto;sin_decimal_para_cananea
1881,CONTACTOR 50AMP 3PH 227V,522.00,,,,522.00,un_solo_precio_distinto;sin_decimal_para_cananea
1733,CONTACTOR DE 220V 30 AMPS,672.80,,672.80,,672.80,un_solo_precio_distinto
1895,CREMALLERA PARA ESTANTES,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1832,"DISPENSADOR DE AGUA MARCA MIRAGE MOD:MDD30 CON COMPRESOR R134, 127V, ACERO INOXIDABLE GARRAFON OCULTO",0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1738,ESCUADRA DE ANGULO PARA MONTAJE DE DUCTO,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
SC11,EVAPORADOR PARA REFRIGERADOR TIPO VITRINA DE COBRE,1.00,,,,1.00,un_solo_precio_distinto;sin_decimal_para_cananea
1734,EXTRACTOR VENTILADOR PARA BAÑO MARCA BROAN 4.0 CFM (PI3/MIN) INCLUYE INSTALACION,1392.00,0.00,,1392.00,0.00,sin_decimal_para_cananea
1859,"FABRICACION DE PLAFON RIGIDO CON CANAL LISTON, ANGULO DE AMARRE Y HOJA DE TABLAROCA BLANCA DE 1.22X2.44 M",0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
3091,FECHA PARA TRANSMISION,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1732,FLUXOMETRO WC MANIJA 38 4.8L CROMO,1508.00,1392.00,,1508.00,1392.00,sin_decimal_para_cananea
1887,GASTOS DE VIAJE,1392.00,,,,1392.00,un_solo_precio_distinto;sin_decimal_para_cananea
1833,INSTALACION DE AIRE ACONDICIONADO PROMEDIO DIFERENTES CAPACIDADES,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
JDES,JUEGO DE EMPAQUES DE SUCCION Y DESCARGA,1699.40,,1699.40,,1699.40,un_solo_precio_distinto
JGF,JUEGO DE FLOTADOR DE LLENADO DE SANITARIOS,1.00,,,,1.00,un_solo_precio_distinto;sin_decimal_para_cananea
5464651,KG DE REFRIGERANTE R22 PARA AIRE ACONDICIONADO TIPO DIVIDIDO DE 5 TON,9860.00,,,,9860.00,un_solo_precio_distinto;sin_decimal_para_cananea
1791,"KIT DE INSTALACION DE EVAPORADOR, INCLUYE: ACCESORIOS PARA LA INSTALACION, SOLDADURA, GAS REFRIGERANTE, NITROGENO, AGENTE DE LIMPIEZA, FILTRO DESHIDRATADOR",1276.00,,,,1276.00,un_solo_precio_distinto;sin_decimal_para_cananea
1961,KIT DE INSTALACION PARA COMPRESOR PARA REFRIGERADOR TIPO VITRI,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1886,"KIT DE REEMPLAZO PARA CONVERSION DE REFRIGERADOR DIGITAL A ANALOGO. INCLUYE: TERMOSTATO PARA CONTROL DE TEMPERATURA, RELOJ DE DESHIELO, BIMETAL, CABLES, TERMINALES, Y VENTILADORES",1392.00,,,,1392.00,un_solo_precio_distinto;sin_decimal_para_cananea
1834,LAVADORA AUTOMATICA DE RELOJ MARCA MAYTAG 20KG 110V MOD: MAV7580EWW REP.,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1856,LLAVE ANGULAR SIN CONTRATUERCA DICA,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
2006,LLAVE INDIVIDUAL PARA FREGADERO TAURO CROMO 7F RUGO,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
901,LUMINARIA LED 120V/20W,20.50,,20.50,,20.50,un_solo_precio_distinto
1973,M2 DE COLOCACION DE VITROPISO 40X40CM INCLUYE MATERIAL Y MANO DE OBRA,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1835,M2 DE DEMOLICION DE VITROPISO,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1851,"M2 DE FABRICACION DE MURO DE TABLAROCA A DOS CARAS CON POSTE Y CANAL DE 2 1/2"" CAL. 26",0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1731,M2 DE PINTURA VINILICA INCLUYE MATERIAL Y MANO DE OBRA,2088.00,1740.00,1.16,1508.00,1.16,
934,"MAMPARAS PARA SANITARIO CON PUERTA DE 60X1.4M DE ALUMINIO CON MELAMINA, MATERIAL Y MANO DE OBRA",920.00,0.00,,920.00,0.00,sin_decimal_para_cananea
1775,"MANGUERA DE 50 CM 1/2X7/8""",4600.00,,,,4600.00,un_solo_precio_distinto;sin_decimal_para_cananea
2093,MANIOBRA DE GRUA 1,45.00,30.00,13.78,20.00,13.78,
371,METRO DE CABLE CALIBRE 10 THW VERDE PARA TIERRA FISICA,83.00,0.00,,83.00,0.00,sin_decimal_para_cananea
2021,METRO DE EMPAQUE PERFIL BALLENA GRANDE 18MM BLANCO E IMAN,70.00,55.00,18.55,45.00,18.55,
1877,METRO LINEAL DE DRENAJE,4176.00,,,,4176.00,un_solo_precio_distinto;sin_decimal_para_cananea
123321312,MIGITORIO MOJAVE SECO BLANCO,1800.00,,,,1800.00,un_solo_precio_distinto;sin_decimal_para_cananea
12321321,"MINISPLIT DUVENTUS CLASSIC, FRIO/CALOR, 2 TON, 220V",9800.00,,,,9800.00,un_solo_precio_distinto;sin_decimal_para_cananea
3089,MOTOR ELECTRICO PARA LAVADORA MAYTAG 110V 1/3HP,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1850,MOTOR VENTILADOR PARA CONDENSADOR DE REFRIGERADOR 110V,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1854,"MOTOR VENTILADOR PARA EVAPORADOR DE REFRIGERADOR TIPO VITRINA MARCA IMBERA, 110V/60HZ",0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
