sku,nombre,regular,tecnico,cananea,mayoreo_menos,mayoreo_mas,notas
64,RESISTENCIA BLINDADA 51 CMS. MB,58.63,,58.63,,58.63,un_solo_precio_distinto
65,RESISTENCIA BLINDADA 53 CMS. MB,150.00,120.00,42.64,100.00,42.64,
1132,RESISTENCIA BLINDADA SAMSUNG ORG DA47‑00244P,2100.00,1980.00,1684.65,1980.00,1684.65,
875,"RESISTENCIA CRISTAL 17"" SIRVE DAEWOO",42.00,,,,42.00,un_solo_precio_distinto;sin_decimal_para_cananea
2108,"RESISTENCIA CRISTAL 20"" 160W",54.09,,54.09,,54.09,un_solo_precio_distinto
7491,"RESISTENCIA CRISTAL C/GUARDA, 30CMS GEN.",132.77,,132.77,,132.77,un_solo_precio_distinto
2307,"RESISTENCIA CRISTAL C/GUARDA, 30CMS ORG. WE203C5543G003",560.00,500.00,325.93,420.00,325.93,
1023,"RESISTENCIA CRISTAL DAEWO ELEC. 19""",200.87,,200.87,,200.87,un_solo_precio_distinto
1253,"RESISTENCIA CRISTAL DAEWOO 18""",250.00,200.00,118.41,170.00,118.41,
1021,"RESISTENCIA CRISTAL DAEWWO ELECT 13""",120.75,,120.75,,120.75,un_solo_precio_distinto
701,RESISTENCIA CRISTAL DOBLE 24 CM,395.00,350.00,210.73,300.00,210.73,
1981,RESISTENCIA CRISTAL DOBLE 30CMS WR51X443 GEN,560.00,490.00,295.99,425.00,295.99,
840993006401,"RESISTENCIA CRISTAL REF MBGE 9"" C/BASE Y PASTILLA",370.00,0.00,,370.00,0.00,sin_decimal_para_cananea
133,"RESISTENCIA CRISTAL UNIVERSAL 9""",195.00,162.01,162.01,162.01,0.00,
958,"RESISTENCIA CRITAL 21.5"" DAEWOO",130.47,,130.47,,130.47,un_solo_precio_distinto
1022,"RESISTENCIA CRITAL DAEWO ELECT. 14""",200.00,175.00,41.30,150.00,41.30,
1379,"RESISTENCIA DE CRISTAL 10"" SENCILLA",140.00,110.00,,100.00,90.00,sin_decimal_para_cananea
1380,"RESISTENCIA DE CRISTAL 12"" SENCILLA",140.00,120.00,29.24,100.00,29.24,
2286,"RESISTENCIA DE CRISTAL 16"" SENCILLA",160.00,130.00,46.05,100.00,46.05,
2086,RESISTENCIA DE CRISTAL SENCILLA 24CM 10053,220.00,152.26,152.26,220.00,152.26,
708,RESISTENCIA GANCHO,810.00,715.00,,665.00,620.00,sin_decimal_para_cananea
1781,RESISTENCIA GANCHO LARGA DA47‑000460G,1420.00,1250.00,,1170.00,1085.00,sin_decimal_para_cananea
1098,RESISTENCIA ICEMAKER SAMSUNG DA‑47‑00192E,470.15,,470.15,,470.15,un_solo_precio_distinto
1286,RESISTENCIA LG ORG 5300JB1079C,1030.00,910.00,548.10,780.00,548.10,
2255,RESISTENCIA MABE SIRUS MODERNO 294D3228G001 46CM,950.00,800.00,486.88,700.00,486.88,
1199,RESISTENCIA MABE SIRUS MODERNO 294D3228G002 52CM,1100.00,975.00,588.95,845.00,588.95,
W11115796,RESISTENCIA REF WH W11115796,850.00,,,,850.00,un_solo_precio_distinto;sin_decimal_para_cananea
2233,RESISTENCIA REF. LG MEE625002,600.00,520.00,312.32,450.00,312.32,
98148962,RESISTENCIA REFRIGERADOR LG ORG 5300JB1100P,1700.00,1560.00,,1360.00,945.00,sin_decimal_para_cananea
x002hc9rez,"RESISTENCIA SIRVE GE, EDGEWATER DE1121C/WE1121C",1500.00,1100.00,,1500.00,1100.00,sin_decimal_para_cananea
1761,RESISTENCIA TUBULAR REF 10‑1/2 X 18‑1/12 PULG W10647284 WH ORG,640.00,565.00,,530.00,490.00,sin_decimal_para_cananea
1660,RESISTENCIA TUBULAR REF WH 15‑1/2 PULG ORG. W10331598,760.00,670.00,,625.00,580.00,sin_decimal_para_cananea
w10345817,"RESISTENCIA TUBULAR WH 15‑1/2"" X 3‑1/2"" ORG. W10345817",720.00,630.00,,590.00,540.00,sin_decimal_para_cananea
wp2210895,RESISTENCIA TUBULAR WH 16 PULG TIPO C ORG. 2210895,800.00,710.00,660.01,660.01,610.00,
132,"RESISTENCIA UNIVERSAL DOBLE 12"" S/BASE",215.00,185.00,,185.00,0.00,sin_decimal_para_cananea
1917,ROLLO CAPILAR .26 3M,32.41,,32.41,,32.41,un_solo_precio_distinto
138,ROLLO CAPILAR .28,49.84,,49.84,,49.84,un_solo_precio_distinto
1062,ROLLO CAPILAR .31,45.60,,45.60,,45.60,un_solo_precio_distinto
218,ROLLO CAPILAR .42,90.00,80.00,47.53,70.00,47.53,
154,ROLLO CAPILAR .46,120.00,100.00,55.79,90.00,55.79,
7503026414767,ROLLO CAPILAR .49,70.00,0.00,,70.00,0.00,sin_decimal_para_cananea
155,ROLLO CAPILAR .66,110.00,105.00,,105.00,0.00,sin_decimal_para_cananea
7503026191927,ROLLO CAPILAR.36,43.73,,43.73,,43.73,un_solo_precio_distinto
153,ROLLO CAPILAR.54,130.00,110.00,67.13,90.00,67.13,
1633,ROLLO CINTA ALUMINIO 48MMX45M,210.00,190.00,,180.00,160.00,sin_decimal_para_cananea
90,ROLLO DE COBRE 1/4 15.24MTS,435.00,,,,435.00,un_solo_precio_distinto;sin_decimal_para_cananea
1786,ROLLO DE COBRE FLEXIBLE 1/2 15 MTS,1241.10,,1241.10,,1241.10,un_solo_precio_distinto
858,ROLLO TUBE COBRE FLEXIBLE 3/16,615.00,535.00,,535.00,0.00,sin_decimal_para_cananea
867,ROLLO TUBO COBRE 1/4 15.24M,695.00,0.00,,695.00,0.00,sin_decimal_para_cananea
92,ROLLO TUBO COBRE 3/8 15.2M,1250.00,0.00,,1250.00,0.00,sin_decimal_para_cananea
945,SELLADOR DE FUGAS EXTREME 12 ML,206.05,,206.05,,206.05,un_solo_precio_distinto
7503036024109,SELLADOR DE FUGAS EXTREME ROSA 6ML,350.79,,350.79,,350.79,un_solo_precio_distinto
8033158041153,SELLADOR DE FUGAS P/AC 6ML,600.00,499.99,499.99,499.99,0.00,
8033158080121,SELLADOR DE FUGAS PARA SISTEMAS AA/R 30ML EXTREME,800.00,700.00,487.20,650.00,487.20,
2032,SENSOR AMBIENTAL AMARILLO SAMSUNG DA32‑00070A,150.00,110.00,58.48,85.00,58.48,
7503026195734,SENSOR AMBIENTAL SAMSUNG AZUL,130.00,100.00,58.47,80.00,58.47,
7503026414576,SENSOR AMBIENTAL SM AMARILLO,29.24,,29.24,,29.24,un_solo_precio_distinto
1085,SENSOR BIMETAL LG MODERO ORG.,200.00,180.00,,150.00,0.00,sin_decimal_para_cananea
1119,SENSOR BLANCO DE TARJETA SAMSUNG,190.00,170.00,,160.00,145.00,sin_decimal_para_cananea
1117,SENSOR BLANCO MABE ORG.,190.00,150.00,59.54,120.00,59.54,
1120,SENSOR BLANCO SAMSUNG ORG,110.00,100.00,,110.00,100.00,sin_decimal_para_cananea
7503026195741,SENSOR CONGELADOR SS AMR.,90.00,64.99,64.99,64.99,0.00,
5304524828,SENSOR DESHIELO REF. ELECTROLUX 5304524828,1300.00,,,,1300.00,un_solo_precio_distinto;sin_decimal_para_cananea
1765,SENSOR DESHIELO REF. LG CON FUSIBLE (SEPARADOS) ORG.,57.99,,57.99,,57.99,un_solo_precio_distinto
1118,SENSOR IMAN SAMSUNG ORG. PUERTA,160.00,120.00,,110.00,100.00,sin_decimal_para_cananea
1121,SENSOR OLOR LG ORG.,170.00,140.00,,125.00,115.00,sin_decimal_para_cananea
2225,SENSOR TEMP. SAMS. ORG.  6500JB2008Z,150.00,115.00,51.46,90.00,51.46,
1656,SENSOR TEMPERATURA LGSM BULBO PLAST.,70.00,50.00,31.29,50.00,31.29,
1493,SERPENTIN CHICO 35X27X6 SAMSUNG/LG,730.00,649.99,649.99,600.00,560.00,
684032108769,SOLDADURA DE ALUMINIO Y COBRE HARRIS ZN98,115.00,100.00,,95.00,90.00,sin_decimal_para_cananea
213,SOLDADURA DE PLATA 0%,8.88,,8.88,,8.88,un_solo_precio_distinto
1055,SOLDADURA EN FRIO LA‑CO,410.00,332.91,332.91,410.00,332.91,
110,SOLDADURA PLATA 15% HARRIS,160.00,150.00,118.21,140.00,118.21,
109,SOLDADURA PLATA 5% HARRIS,95.00,85.00,,60.82,57.92,varios_con_decimales
1676,SONDA CONTROL ESPESOR HIELO 2008029,400.00,0.00,,400.00,0.00,sin_decimal_para_cananea
1168,SOPORTE MOTOR EVAP.,80.00,60.00,,50.00,0.00,sin_decimal_para_cananea
1799,SUSPENSION MABE ORG. 189D3916G005,109.52,,109.52,,109.52,un_solo_precio_distinto
W10440786,SUSPENSION WH. 71CM ROSA W10440786 ORG,1630.00,1440.00,867.40,1245.00,867.40,
7503026191842,SWITCH 1/2 LUNA NORM. ABIERTO,45.00,35.00,,35.00,0.00,sin_decimal_para_cananea
1304,SWITCH FOCO REF. MABE 3 CABLES,100.00,80.01,80.01,55.00,50.00,
1131,SWITCH FOCO SEC. SAMSUNG ORG. DC64‑00828B,190.00,160.00,99.40,140.00,99.40,
7503026191835,SWITCH MEDIA LUNA 3 PIN,65.00,50.00,21.09,35.00,21.09,
628,SWITCH MEDIA LUNA NORM. CERRADO,45.00,35.00,,35.00,0.00,sin_decimal_para_cananea
W11396033,SWITCH P/FOCO REF. WH. ORG. W11396033,150.00,125.00,72.91,105.00,72.91,
1566,SWITCH PUERTA LG 6600JB1010A,490.00,,,,490.00,un_solo_precio_distinto;sin_decimal_para_cananea
1763,SWITCH PUERTA LG FRONTAL EBF49827801 GEN,480.00,430.00,140.10,390.00,140.10,
1485,"SWITCH PUERTA REF. 2 BOTONES 4 TERMINALES LG,SAMSUNG DAEWOO",150.00,100.00,80.01,80.01,60.00,
1486,SWITCH PUERTA REF. LG 6600JB3007K PDS013,180.00,110.00,,100.00,85.00,sin_decimal_para_cananea
1487,SWITCH PUERTA REF. LG HC‑056K,180.00,100.00,69.99,85.00,69.99,
1484,SWITCH PUERTA REF. SAMSUNG SP201R‑7D,150.00,110.00,,95.00,90.00,sin_decimal_para_cananea
1483,"SWITCH PURTA REF. LG, SAMSUNG, DAEWWO 2 BOTONES 3 TERMINALES",200.00,100.00,69.99,69.99,60.00,
7503026196861,SWITCH REF. 1 BOTON 2 TERM. NC,22.30,,22.30,,22.30,un_solo_precio_distinto
6600jb2005c,SWITCH REF. LG ORG. 5 PINES 6600JB2005C,590.00,525.00,,450.00,315.00,sin_decimal_para_cananea
1766,SWITCH REF. SAMSUNG ORG DA34‑00066B,140.00,120.00,,110.00,100.00,sin_decimal_para_cananea
162D6801G046,TANQUE ALMACENADOR DE AGUA REF MABE‑GE ORG. 162D6801G046,400.00,345.00,183.76,300.00,183.76,
7321420671223,TAPETE DESCONGELADOR 2 PZS. 73X37,200.00,150.00,75.61,110.00,75.61,
918,TARJETA 5 FOCOS LG GEN 6871JB2036A,170.00,155.00,96.01,140.00,96.01,
csp30020818,TARJETA CONTRO PRINC. LG ORG. INVERTER CSP30020818,4600.00,4200.00,,4200.00,0.00,sin_decimal_para_cananea
1778,TARJETA CONTROL CL2 RLP 115V VR17 FS KIT ARNES,3889.99,,3889.99,,3889.99,un_solo_precio_distinto
242011001,TARJETA CONTROL DESHIELO WW ORG. 242011001,3000.00,2500.00,,2200.00,0.00,sin_decimal_para_cananea
1200,TARJETA CONTROL MABE SIRUS PR17 WR01F04973,1400.00,1260.00,,1170.00,0.00,sin_decimal_para_cananea
1250,TARJETA CONTROL PRINC. MB GE 200D6221G028,997.40,,997.40,,997.40,un_solo_precio_distinto
1492,TARJETA CONTROL PRINCIPAL MABE 200D9742G012,2800.00,2150.00,,1900.00,1276.00,sin_decimal_para_cananea
1232,TARJETA CONTROL PRINCIPAL MBGE 200D4852G024,4200.00,3800.00,2864.74,3400.00,2864.74,
wr01f00288,TARJETA CONTROL PRINCIPAL MBGE WR01F00288 / 225D4208G003,4100.00,3550.00,2365.66,3150.00,2365.66,
wr01f00242,"TARJETA CONTROL REF. MABE ORG. 225D3466G009,008 WR01F00242",4100.00,3700.00,2432.42,3300.00,2432.42,
2231,TARJETA CONTROL REF. SAMSUNG DA92‑00440A,450.01,,450.01,,450.01,un_solo_precio_distinto
W10675033,TARJETA CONTROL REF. WH KITCHENAID W10675033,2800.00,,,,2800.00,un_solo_precio_distinto;sin_decimal_para_cananea
W11436572,TARJETA CONTROL REF. WH ORG. W11436572,1600.00,1365.00,824.26,1190.00,824.26,
4828610,TARJETA CONTROL SIRUS 510 MBGE AMNAR,460.00,385.00,,385.00,0.00,sin_decimal_para_cananea
1129,TARJETA CONTROL TERMOSTATO SAMSUNG ORG.,290.00,250.00,209.99,230.00,209.99,
W10503278,TARJETA CONTROL WH W10503278,2500.00,2220.00,1338.60,1920.00,1338.60,
W11410542,TARJETA CTRL. REF. MONARCA W11410542,1600.00,1350.00,683.10,980.00,683.10,
1683,TARJETA DE CONTROL MABE CONGELADOR WR55X10922,14384.00,,,,14384.00,un_solo_precio_distinto;sin_decimal_para_cananea
ct225d4205g0071514,TARJETA DE CONTROL PRINC. MBGE 225D4205G003,2999.00,0.00,,2999.00,0.00,sin_decimal_para_cananea
1332,TARJETA DE CONTROL REF ELECTROLUX 5304499081,6630.00,0.00,,6630.00,0.00,sin_decimal_para_cananea
2149,TARJETA DE CONTROL REF MABE TIPO SIRUS GEN. WR01F04585 / 225D9085G006,540.00,480.00,288.50,415.00,288.50,
1423,TARJETA DE CONTROL REF MABE TIPO SIRUS WR01F04585 / 225D9085G006,820.00,720.00,435.30,625.00,435.30,
180,TARJETA DE CONTROL REF. MB 200D4864G045,2600.00,2200.00,,2000.00,1930.00,sin_decimal_para_cananea
2190,"TARJETA DE CONTROL REFRIGERADOR WH, MY W10890094 AP3027422",4460.00,,,,4460.00,un_solo_precio_distinto;sin_decimal_para_cananea
927,TARJETA DE CONTROL SIRUS 360 MABE GEN.,500.00,450.00,193.68,350.00,193.68,
928,TARJETA DE CONTROL SIRUS 400 MB GEN,276.15,,276.15,,276.15,un_solo_precio_distinto
2054,TARJETA DE CONTROL UNIVERSAL PARA REFRIGERADOR TIPO VITRINA,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1680,"TARJETA DE DESHIELO MAYTAG 241508001,PS2582247, AP4909015",1300.00,1200.00,796.92,1040.00,796.92,
1249,TARJETA DE PODER REF MABE ORG. 238C1462P001,308.16,,308.16,,308.16,un_solo_precio_distinto
146,TARJETA DESHIELO MY G.,650.00,0.00,,650.00,0.00,sin_decimal_para_cananea
da92'0044a,TARJETA DESHIELO SM O. 9H,330.00,0.00,,330.00,0.00,sin_decimal_para_cananea
931,TARJETA DESHIELO WH O. 4 TERMINALES,430.00,400.00,,430.00,400.00,sin_decimal_para_cananea
1458,TARJETA DESHIELO WHO 6 TERMINALES 2303825,620.00,550.00,331.30,475.00,331.30,
5304531506,TARJETA INVERSORA ELECTROLUX ORG. 5304531506,3980.00,3890.00,,3980.00,3890.00,sin_decimal_para_cananea
1703,TARJETA INVERTER REF. LG EBR86093703,4750.00,0.00,,4750.00,0.00,sin_decimal_para_cananea
1179,TARJETA INVERTER REF. SAMSUNG DA92‑00768J,2800.00,2500.00,,2300.00,0.00,sin_decimal_para_cananea
1299,TARJETA INVERTER SAMSUNG ORG DA41‑00411B,2900.00,2400.01,2400.01,2200.00,2000.00,
1386,TARJETA LG INVERTER EBR77042537,4850.00,0.00,,4850.00,0.00,sin_decimal_para_cananea
1198,"TARJETA MABE SIRUS510L MODERNO WR01F02320, 225D6423G001",1680.00,1249.50,1249.50,1680.00,1249.50,
1197,TARJETA MABE WR01F02643 200D2124G003,890.00,794.99,794.99,794.99,755.00,
2080,TARJETA PODER SAMSUNG ORG. DA92‑00795B,2000.00,1800.00,750.76,1650.00,750.76,
1600,"TARJETA POTENCIA 120V,12A",450.00,380.00,192.69,290.00,192.69,
1554,"TARJETA POTENCIA PARA REF. 120V, 20A TREF‑G03",920.00,810.00,,760.00,700.00,sin_decimal_para_cananea
7503028596249,TARJETA REF LG SIRVE DOS MODELOS 6871JB11115,860.00,760.00,456.75,660.00,456.75,
1605,TARJETA REF WH. W10813919,1600.00,1300.00,,1200.00,0.00,sin_decimal_para_cananea
da41‑00388h,TARJETA REF. DA‑4100388 SAMSUNG,2500.00,0.00,,2500.00,0.00,sin_decimal_para_cananea
6871jk1005,TARJETA REF. LG 5 FOCOS 6871jk1005,450.00,390.00,,350.00,201.00,sin_decimal_para_cananea
EBR30299302,TARJETA REF. LG ORG. EBR30299302,4200.00,,,,4200.00,un_solo_precio_distinto;sin_decimal_para_cananea
WR55X21623,TARJETA REF. MABE WR55X21623 ORG,2200.00,,,,2200.00,un_solo_precio_distinto;sin_decimal_para_cananea
1688,TARJETA REFRIGERADOR LG EBR81969902,4800.00,0.00,,4800.00,0.00,sin_decimal_para_cananea
12002355,TERMISTOR REF. WHIRPOOL ORG. 12002355,390.00,345.00,207.62,300.00,207.62,
W10257565,TERMISTOR SENSOR REF WH ORG. W10257565,170.62,,170.62,,170.62,un_solo_precio_distinto
2287,TERMISTOR SENSOR REF. SAMSUNG DA32‑10104V,180.00,140.00,54.57,100.00,54.57,
037103570574,TERMOMETRO DECORATIVO CON IMAN GB,60.00,45.00,23.15,35.00,23.15,
2227,TERMOMETRO DIGITAL CON ALARMA Y MEMORIA ‑50 A 70C,370.00,325.00,195.84,280.00,195.84,
037103570543,"TERMOMETRO DIGITAL SOLAR ""GB""",420.00,380.00,241.17,340.00,241.17,
819,TERMOSTATO CALENTADOR DE AGUA 86° 110V,50.00,35.00,,35.00,0.00,sin_decimal_para_cananea
805,TERMOSTATO CON BULBO 1/2 VUELTA,120.00,91.00,,91.00,0.00,sin_decimal_para_cananea
1350,TERMOSTATO DAEWOO PARA REFRIGERADOR TIPO VERDE,95.02,,95.02,,95.02,un_solo_precio_distinto
7503026414941,TERMOSTATO DIGITAL COLDTEK ‑50‑70C,100.00,,,,100.00,un_solo_precio_distinto;sin_decimal_para_cananea
141,TERMOSTATO PARA CAMARA FRIGORIFICA 16 AMP. CC,120.59,,120.59,,120.59,un_solo_precio_distinto
1497,TERMOSTATO PARA VITRINA STC‑1000 C/SENSOR,500.00,440.00,,380.00,330.00,sin_decimal_para_cananea
686608004413,TERMOSTATO RANCO ELECTRONICO CALEFACCION,2100.00,2099.99,2099.99,2099.99,0.00,
1410,TERMOSTATO REF MABE 8‑10 PIES ORG.,260.00,225.00,136.43,195.00,136.43,
1309,TERMOSTATO REF. MABE ORG. 200D3568P004,152.27,,152.27,,152.27,un_solo_precio_distinto
2289,TERMOSTATO REF. WH. W10134420,630.00,550.00,332.28,475.00,332.28,
W10424991,TERMOSTATO REF. WHIRPOOL W10424991 ORG.,900.00,790.00,,790.00,730.00,sin_decimal_para_cananea
1104,TERMOSTATO SAMSUNG VERDE PFN‑C71,260.00,230.00,209.99,209.99,195.00,
143,TERMOSTATO TIPO RANCO CONGELADOR 1126 AMARILLO CC,150.00,100.00,,100.00,90.00,sin_decimal_para_cananea
2198202e,TERMOSTATO WH 2198202 GEN.,204.71,,204.71,,204.71,un_solo_precio_distinto
2198202,TERMOSTATO WH 2198202 ORG.,880.00,,,,880.00,un_solo_precio_distinto;sin_decimal_para_cananea
1229,TERMOSTATO WH ORG W10597214,190.00,170.00,,160.00,150.00,sin_decimal_para_cananea
1629348,TIRA LED HISENSE 1629348,250.00,,,,250.00,un_solo_precio_distinto;sin_decimal_para_cananea
95247077397,TRANSFORMADOR I:240v O:24v,220.00,0.00,,220.00,0.00,sin_decimal_para_cananea
w10384183,TRANSISTOR SENSOR DE TEMPERATURA WH ORG. W10384183,69.49,,69.49,,69.49,un_solo_precio_distinto
1297,TUBO COBRE 5/16 METRO,90.00,80.00,52.33,70.00,52.33,
1296,TUBO COBRE 5/8 METRO,180.00,145.00,85.45,125.00,85.45,
W11575003,VALVULA 3 VIAS WH ORG. W11575003,1760.00,,,,1760.00,un_solo_precio_distinto;sin_decimal_para_cananea
W11590197,VALVULA 3 VIAS WH ORG. W11590197,1930.00,,,,1930.00,un_solo_precio_distinto;sin_decimal_para_cananea
1969,VALVULA CHECK RIGIDA ANGULADA 45°,58.47,,58.47,,58.47,un_solo_precio_distinto
126,VALVULA DE EXPANCION SORLAN 7/8X1 1/18,1100.00,0.00,,1100.00,0.00,sin_decimal_para_cananea
127,VALVULA DE EXPANSION SPORLAND 1 1/2,900.00,0.00,,900.00,0.00,sin_decimal_para_cananea
111,VALVULA P/ CARGAR GAS R. LATA,60.00,50.00,25.96,40.00,25.96,
1505,VALVULA PARA CARGAR GAS PINCHABLE 1/4‑5/16,100.00,85.00,60.81,75.00,60.81,
920,VALVULA PARA LATA REFRIGERANTE CON LLAVE,63.35,,63.35,,63.35,un_solo_precio_distinto
1106,VALVULA REGULADORA CAPILAR LG 4 VIAS,1850.00,1750.00,1659.99,1700.00,1659.99,
1094,VALVULA REGULADORA CAPILAR SAMSUNG 3 VIAS ORG.,640.60,,640.60,,640.60,un_solo_precio_distinto
233,"VARILLA SOLDADURA DE BRONCE CON FUNDENTE ""HARRIS""",100.00,90.00,,90.00,80.00,sin_decimal_para_cananea
7503028596454,VENTILADOR 110V 2700RPM CUADRADO,134.00,,,,134.00,un_solo_precio_distinto;sin_decimal_para_cananea
7503026192399,VENTILADOR 12 V.,47.18,,47.18,,47.18,un_solo_precio_distinto
2232,VENTILADOR 12V REF. HISENSE K1960962,890.00,790.00,474.52,680.00,474.52,
EAU62025701,VENTILADOR COND. LG. 3 CABLES EAU62025701,950.00,840.00,506.28,730.00,506.28,
360,"ABRAZADERA PARA DUCTO DE 4""",40.00,35.00,,35.00,30.00,sin_decimal_para_cananea
234D2071G001,ARO FRICCION SEC EASY KRAKEN ORG. 234D2071G001,680.00,650.00,425.38,590.00,425.38,
137,ARO SOPORT COJINETE SUP. SEC.,780.00,700.00,525.17,700.00,525.17,
2191,ARO TINA SOPORTE SEC. MABE WE3M20,500.00,400.00,173.25,300.00,173.25,
we12m29,BANDA MABE GE,100.49,,100.49,,100.49,un_solo_precio_distinto
1404,BANDA SAMSUNG ORG 117CM 5PISTAS 6602‑001655,230.00,200.00,120.59,175.00,120.59,
134503600,BANDA SEC 4H WW ORG. 110CM 134503600,290.00,250.00,163.22,220.00,163.22,
308D1415P003,BANDA SEC MABE 123CM 308D1415P003,400.00,360.00,211.94,300.00,211.94,
33002535,"BANDA SEC, MAYTAG NEPTUNO 116 CM 33002535",450.00,370.00,254.09,320.00,254.09,
W11162091,"BANDA SEC, WH. 124CM W11162091",800.00,730.00,,670.00,620.00,sin_decimal_para_cananea
2263,BANDA SEC. 4 HILOS 118.5CM WH GEN 661570,210.00,185.00,112.09,160.00,112.09,
661570,BANDA SEC. 4 HILOS 118.5CM WH ORG. 661570VP,280.00,208.68,208.68,280.00,208.68,
w10136934,BANDA SEC. 5H. WHO 120CM W10136934,650.00,590.00,463.18,540.00,463.18,
883049548081,BANDA SEC. WH ORG. 120 CM,560.00,0.00,,560.00,0.00,sin_decimal_para_cananea
2316,BANDA SEC. WH. W11575710 ORG . 118.5CM,300.00,260.00,116.94,220.00,116.94,
137292700,BANDA SEC. WW ORG 134503900 113CM,260.00,225.00,136.42,190.00,136.42,
5303281154,BANDA SEC. WW. 5303281154 ORG.,360.00,,,,360.00,un_solo_precio_distinto;sin_decimal_para_cananea
2264,BANDA SEC. WW. ORG. 117.5CM 134503700,390.00,360.00,224.12,290.00,224.12,
2166,BANDA TAMBOR 4H WH. GEN 117CM 341241,150.00,125.00,71.87,100.00,71.87,
341241,BANDA TAMBOR 4H WH. ORG 117CM 341241,130.25,,130.25,,130.25,un_solo_precio_distinto
wpy312959,BANDA WH 127CM ORG WPY312959,500.00,450.00,,420.00,338.00,sin_decimal_para_cananea
w10131172,BANDA WH ORG. 5 PISTAS 118CM W10131172,350.00,325.00,205.33,295.00,205.33,
797,BOBINA DUAL 2/3 PTAS. WH ORG,1250.00,1100.00,,1100.00,0.00,sin_decimal_para_cananea
279834V,BOBINAS DE GAS SEC. WH O.,340.00,300.00,190.77,250.00,190.77,
208,BOBINAS SEC. WHG,89.58,,89.58,,89.58,un_solo_precio_distinto
037103572561,BOQUILLA CON AUTOENCENDIDO Y MANGUERA TURNER,1200.00,1060.00,654.07,940.00,654.07,
1215,BUJE SOPORTE TINA MABE SEC.,70.00,0.00,,70.00,0.00,sin_decimal_para_cananea
744,CABLE PARA SECADPRA 220V,330.00,,,,330.00,un_solo_precio_distinto;sin_decimal_para_cananea
745,CAJA DW CONTACTO SEC 220V,98.48,,98.48,,98.48,un_solo_precio_distinto
1226,CODO CAMPANA 3/8‑3/8,50.00,40.00,26.19,35.00,26.19,
294,COJINETE DESLIZABLE BLANCO,40.00,26.52,26.52,40.00,26.52,
1442,COJINETE DESLIZABLE VERDE,75.00,60.00,,60.00,0.00,sin_decimal_para_cananea
747,CONTACTO 220V PARA SECADORA 3P3W 30A,210.00,160.00,92.80,140.00,92.80,
2272,CONTACTO 220V PARA SECADORA 3P3W 30A TIERRA EN L,315.00,275.00,,260.00,250.00,sin_decimal_para_cananea
078477695302,CONTACTO 220V PARA SECADORA 4P4W 50A,385.00,345.00,,330.00,310.00,sin_decimal_para_cananea
078477905739,CONTACTO PARA SECADORA 220V 3P 3W 3 TERM RECTO,385.00,350.00,,320.00,290.00,sin_decimal_para_cananea
078477905753,CONTACTO PARA SECADORA 220V 3P3W NEUTRO EN L,310.00,260.00,119.70,210.00,119.70,
2281,CONTACTO PARA SECADORA 220V/ 30A 3 PINES TIERRA EN L,210.00,160.00,96.02,140.00,96.02,
078477695319,CONTACTO PARA SECADORA 4 P 30AMP NEUTRO ESCUADRA COD:278,420.00,360.00,229.95,330.00,229.95,
1897,DESLIZADOR TAMBOR SEC. MAYTAG GEN. 306508,27.70,,27.70,,27.70,un_solo_precio_distinto
306508,DESLIZADOR TAMBOR SECAD 306508,210.00,180.00,,170.00,160.00,sin_decimal_para_cananea
37001298,DESLIZADOR TAMBOR WH ORG. 37001298,330.00,290.00,,270.00,250.00,sin_decimal_para_cananea
5303937139P,DESLIZADOR Y FELPA FONTAL SUPERIOR TAMBOR ORG,410.00,359.99,359.99,335.00,310.00,
1235,DUCTO ALUMINIO RIGIDO TRAMO 2.4,210.00,175.00,101.99,145.00,101.99,
710631908568,"DUCTO C/COMPUERTA 4""",240.00,209.99,209.99,200.00,180.00,
1415,DUCTO COLECTOR DE AIRE PARA SEC. 234D1198,750.00,610.00,,570.00,0.00,sin_decimal_para_cananea
1869,"DUCTO DE PLASTICO 4"" 2.4M",130.00,100.00,32.35,80.00,32.35,
212,"DUCTO FLEXIBLE 4""",440.00,420.00,,420.00,390.00,sin_decimal_para_cananea
1796,DUCTO FLEXIBLE 6,43.00,,,,43.00,un_solo_precio_distinto;sin_decimal_para_cananea
119,"DUCTO P/SECADORA 6"" 15M LARGO",400.00,350.00,,350.00,0.00,sin_decimal_para_cananea
1218,ENSAMBLE TURBINA Y CUBIERTA WW ORG.131967600,840.43,,840.43,,840.43,un_solo_precio_distinto
5303207411,ESPREA P/GAS LP WW ORG SIRVE LG,360.00,320.00,,320.00,0.00,sin_decimal_para_cananea
1387,ESPREA SEC LG ORG GAS LP,500.00,450.00,318.64,400.00,318.64,
1148,ESPREA SEC LP MABE G,53.68,46.29,,53.68,46.29,varios_con_decimales
1701,ESPREA SEC MABE NATURAL GEN,90.00,69.99,69.99,60.00,50.00,
2192,ESPREA SEC. MAYTAG LP 2PZS,200.00,160.00,103.30,140.00,103.30,
1702,ESPREA SEC. MEDIANA MABE MILIMETRICA LP,17.08,,17.08,,17.08,un_solo_precio_distinto
1039,ESPREA SEC. WH. ORG.,27.51,,27.51,,27.51,un_solo_precio_distinto
234868,ESPREA SOLA CONVERSION GAS LP ORG.,90.00,75.01,75.01,75.01,0.00,
