SKU,Nombre,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json
1987,IMPULSOR LG 33.3 CM GRIS 3 PROPELAS GEN,250,250,206.9,118.66,185.34,172.41,"{""regular"":250,""tecnico"":206.9,""cananea"":118.66,""mayoreo_menos"":185.34,""mayoreo_mas"":172.41}"
285811,KIT AGITADOR ANTIGUO WH ORG. 285811,232.76,232.76,189.66,80.15,0,0,"{""regular"":232.76,""tecnico"":189.66,""cananea"":80.15,""mayoreo_menos"":0,""mayoreo_mas"":0}"
980,KIT AGITADOR PORTA PERROS WH GEN. 285811,129.31,129.31,86.21,30.47,0,0,"{""regular"":129.31,""tecnico"":86.21,""cananea"":30.47,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2083,KIT EMBRAGUE REPUESTO TRANS. WH. ACOPL. GEN.,94.83,94.83,77.59,53.29,77.59,73.28,"{""regular"":94.83,""tecnico"":77.59,""cananea"":53.29,""mayoreo_menos"":77.59,""mayoreo_mas"":73.28}"
1885,KIT FLECHA CUBIERTA W10435302 8545956 CABRIO GEN,0.86,0.86,0.86,841.46,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":841.46,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2273,KIT NEUTRAL WH. GEN. 388253A,750,750,750,699.8,750,750,"{""regular"":750,""tecnico"":750,""cananea"":699.8,""mayoreo_menos"":750,""mayoreo_mas"":750}"
8537434,KIT PERROS AGITADOR ALTO ORG. 8537434,299.14,299.14,0,459.31,0,0,"{""regular"":299.14,""tecnico"":0,""cananea"":459.31,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1978,KIT POSTE ENSAMBLE WH ACO. COMPLETO C/CLUCTH GEN,853.45,853.45,801.72,516.22,741.38,0.86,"{""regular"":853.45,""tecnico"":801.72,""cananea"":516.22,""mayoreo_menos"":741.38,""mayoreo_mas"":0.86}"
393,KIT RELAY C/PATA PUNTO ROJO,155.17,155.17,125,61.47,120.69,112.07,"{""regular"":155.17,""tecnico"":125,""cananea"":61.47,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
2223,KIT SELLO TINA MY .GEN. W10219156,853.45,853.45,775.86,0.86,560.34,0.86,"{""regular"":853.45,""tecnico"":775.86,""cananea"":0.86,""mayoreo_menos"":560.34,""mayoreo_mas"":0.86}"
2019,KIT SOPORTE ANTIDERRAPANTE CONICO P/ LAV Y SEC,163.79,163.79,103.45,55.17,94.83,86.21,"{""regular"":163.79,""tecnico"":103.45,""cananea"":55.17,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
2017,KIT SOPORTE ANTIDERRAPANTE CUADRADO P/ LAV Y SEC,155.17,155.17,94.83,49.14,86.21,77.59,"{""regular"":155.17,""tecnico"":94.83,""cananea"":49.14,""mayoreo_menos"":86.21,""mayoreo_mas"":77.59}"
2018,KIT SOPORTE ANTIDERRAPANTE REDONDO P/ LAV Y SEC,172.41,172.41,112.07,64.66,103.45,94.83,"{""regular"":172.41,""tecnico"":112.07,""cananea"":64.66,""mayoreo_menos"":103.45,""mayoreo_mas"":94.83}"
2268,"KIT TRANSMISION FLECHA CORTA WH. DIG. ORG. CON ENGRANE, SELLO Y BALEROS",1.72,1.72,0.86,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
279962,LATERALES TABLERO LAV. SEC. WH. 279962,387.93,387.93,327.59,194.57,301.72,280.17,"{""regular"":387.93,""tecnico"":327.59,""cananea"":194.57,""mayoreo_menos"":301.72,""mayoreo_mas"":280.17}"
3500,LEVA CLUTCH GEN.,60.34,60.34,43.1,11.89,34.48,0,"{""regular"":60.34,""tecnico"":43.1,""cananea"":11.89,""mayoreo_menos"":34.48,""mayoreo_mas"":0}"
1180,LEVA FLECHA TRANSMISION WH ACOP. ORG.,241.38,241.38,224.14,138.02,215.52,198.28,"{""regular"":241.38,""tecnico"":224.14,""cananea"":138.02,""mayoreo_menos"":215.52,""mayoreo_mas"":198.28}"
21108,LIMPIADOR TINA LAVADORA AZUL BT,47.41,47.41,0,0,0,0,"{""regular"":47.41,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
190,LLAVE MULTIMARCAS KIT TUERCA TINA,431.03,431.03,431.03,310,387.93,0,"{""regular"":431.03,""tecnico"":431.03,""cananea"":310,""mayoreo_menos"":387.93,""mayoreo_mas"":0}"
2187,LLAVE PARA LAVADORA WHIRPOOL Y AMAZONAS,362.07,362.07,301.72,141.71,275.86,250,"{""regular"":362.07,""tecnico"":301.72,""cananea"":141.71,""mayoreo_menos"":275.86,""mayoreo_mas"":250}"
894,LLAVE TUERCA TINA WHIRLPOOL,189.66,189.66,155.17,76.48,0,0,"{""regular"":189.66,""tecnico"":155.17,""cananea"":76.48,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2085,MANGUERA BOQUILLA LAV. MABE CON MEZCLADOR 8102198,267.24,267.24,237.07,142.8,219.83,202.59,"{""regular"":267.24,""tecnico"":237.07,""cananea"":142.8,""mayoreo_menos"":219.83,""mayoreo_mas"":202.59}"
2234,MANGUERA CON CODO LAV. LG. AEM73272903,301.72,301.72,275.86,167.16,275.86,241.38,"{""regular"":301.72,""tecnico"":275.86,""cananea"":167.16,""mayoreo_menos"":275.86,""mayoreo_mas"":241.38}"
1024,MANGUERA DE DESAGUE MABE OLIMP,77.59,77.59,60.34,28.87,51.72,43.1,"{""regular"":77.59,""tecnico"":60.34,""cananea"":28.87,""mayoreo_menos"":51.72,""mayoreo_mas"":43.1}"
1176,MANGUERA DE DRENADO MABE KR. ORG,301.72,301.72,275.86,184.31,250,0,"{""regular"":301.72,""tecnico"":275.86,""cananea"":184.31,""mayoreo_menos"":250,""mayoreo_mas"":0}"
46,MANGUERA DE LLENADO 1.5M,112.07,112.07,94.83,50.4,86.21,81.9,"{""regular"":112.07,""tecnico"":94.83,""cananea"":50.4,""mayoreo_menos"":86.21,""mayoreo_mas"":81.9}"
831,MANGUERA DE LLENADO 3MTS.,129.31,129.31,107.76,94.51,0,0,"{""regular"":129.31,""tecnico"":107.76,""cananea"":94.51,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1675,MANGUERA DESAGUE DAEWOO P/LAV. BURBUJAS,155.17,155.17,68.97,34.48,43.1,38.79,"{""regular"":155.17,""tecnico"":68.97,""cananea"":34.48,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
502,MANGUERA DESAGUE GEN WHIRPOOL,129.31,129.31,107.76,71.4,99.14,90.52,"{""regular"":129.31,""tecnico"":107.76,""cananea"":71.4,""mayoreo_menos"":99.14,""mayoreo_mas"":90.52}"
2312,MANGUERA DESAGUE GRIS P/ LAV SAMSUNG,129.31,129.31,94.83,23.16,81.9,68.97,"{""regular"":129.31,""tecnico"":94.83,""cananea"":23.16,""mayoreo_menos"":81.9,""mayoreo_mas"":68.97}"
2258,MANGUERA DESAGUE LAV. MAKE KRAKEN CL. ORG. 228C2378G002,275.86,275.86,250,154.35,232.76,215.52,"{""regular"":275.86,""tecnico"":250,""cananea"":154.35,""mayoreo_menos"":232.76,""mayoreo_mas"":215.52}"
1561,MANGUERA DESAGUE MB KRAKEN GEN,137.93,137.93,120.69,71.41,112.07,103.45,"{""regular"":137.93,""tecnico"":120.69,""cananea"":71.41,""mayoreo_menos"":112.07,""mayoreo_mas"":103.45}"
2314,MANGUERA DESAGUE NEGRA LAV. SAMSUNG/DAEWOO,577.59,577.59,508.62,339.89,474.14,439.66,"{""regular"":577.59,""tecnico"":508.62,""cananea"":339.89,""mayoreo_menos"":474.14,""mayoreo_mas"":439.66}"
247,MANGUERA DESAGUE UNIVERSAL 4 ENTRADAS NEGRA,103.45,103.45,68.97,48.31,51.72,0,"{""regular"":103.45,""tecnico"":68.97,""cananea"":48.31,""mayoreo_menos"":51.72,""mayoreo_mas"":0}"
748,MANGUERA DESAGUE WH DIG ORG.,129.31,129.31,112.07,73.97,0,0,"{""regular"":129.31,""tecnico"":112.07,""cananea"":73.97,""mayoreo_menos"":0,""mayoreo_mas"":0}"
798,MANGUERA DESAGUE WH ORG.,232.76,232.76,198.28,121.22,189.66,172.41,"{""regular"":232.76,""tecnico"":198.28,""cananea"":121.22,""mayoreo_menos"":189.66,""mayoreo_mas"":172.41}"
2106,MANGUERA ENTRADA AGUA MABE 323B2198P004,620.69,620.69,543.1,413.79,474.14,448.28,"{""regular"":620.69,""tecnico"":543.1,""cananea"":413.79,""mayoreo_menos"":474.14,""mayoreo_mas"":448.28}"
47,MANGUERA LLENADO TIPO Y,163.79,163.79,105,61.11,103.45,0,"{""regular"":163.79,""tecnico"":105,""cananea"":61.11,""mayoreo_menos"":103.45,""mayoreo_mas"":0}"
1998,MANGUERA TINA/BOMBA LG MAR6254190,181.03,181.03,159.48,92.55,146.55,133.62,"{""regular"":181.03,""tecnico"":159.48,""cananea"":92.55,""mayoreo_menos"":146.55,""mayoreo_mas"":133.62}"
206,MANGUERA UNIVERSAL DESAGUE 4 ENTRADAS GRIS 33,73.28,73.28,51.72,22.21,0,0,"{""regular"":73.28,""tecnico"":51.72,""cananea"":22.21,""mayoreo_menos"":0,""mayoreo_mas"":0}"
3357328,MANGUERA VALVULA/ROCIADOR WH ORG.,241.38,241.38,224.14,144.7,193.97,181.03,"{""regular"":241.38,""tecnico"":224.14,""cananea"":144.7,""mayoreo_menos"":193.97,""mayoreo_mas"":181.03}"
1963,MICROSWITCH 3 PINES,60.34,60.34,43.1,9.05,43.1,43.1,"{""regular"":60.34,""tecnico"":43.1,""cananea"":9.05,""mayoreo_menos"":43.1,""mayoreo_mas"":43.1}"
1964,MICROSWITCH 3 PINES C/PALANCA DAEWOO,86.21,86.21,60.34,1.72,60.34,60.34,"{""regular"":86.21,""tecnico"":60.34,""cananea"":1.72,""mayoreo_menos"":60.34,""mayoreo_mas"":60.34}"
1567,MOTOR BOMBA 80W UNIVERSAL,275.86,275.86,250,144.91,224.14,156.02,"{""regular"":275.86,""tecnico"":250,""cananea"":144.91,""mayoreo_menos"":224.14,""mayoreo_mas"":156.02}"
67,MOTOR BOMBA LAV. UNIV. 85W CON CONECTOR,344.83,344.83,275.86,152.16,254.31,241.38,"{""regular"":344.83,""tecnico"":275.86,""cananea"":152.16,""mayoreo_menos"":254.31,""mayoreo_mas"":241.38}"
2088,MOTOR BOMBA MABE 233D2106G002 / WW01F01694,517.24,517.24,448.28,268.8,413.79,379.31,"{""regular"":517.24,""tecnico"":448.28,""cananea"":268.8,""mayoreo_menos"":413.79,""mayoreo_mas"":379.31}"
1394,MOTOR BOMBA MABE AMZ. COMPLETA CONECTOR FRENTE,689.66,689.66,573.28,0,517.24,0,"{""regular"":689.66,""tecnico"":573.28,""cananea"":0,""mayoreo_menos"":517.24,""mayoreo_mas"":0}"
1025,MOTOR BOMBA MABE OLIMP. COMPLETA,370.69,370.69,327.59,180.6,301.72,275.86,"{""regular"":370.69,""tecnico"":327.59,""cananea"":180.6,""mayoreo_menos"":301.72,""mayoreo_mas"":275.86}"
1091,MOTOR BOMBA MABE ORG. 35W,250,250,202.59,101.09,202.59,189.66,"{""regular"":250,""tecnico"":202.59,""cananea"":101.09,""mayoreo_menos"":202.59,""mayoreo_mas"":189.66}"
880,MOTOR BOMBA PARA WW 80W,543.1,543.1,474.14,332.51,443.97,409.48,"{""regular"":543.1,""tecnico"":474.14,""cananea"":332.51,""mayoreo_menos"":443.97,""mayoreo_mas"":409.48}"
1352,MOTOR BOMBA WH COMPLETA,603.45,603.45,543.1,431.03,500,465.52,"{""regular"":603.45,""tecnico"":543.1,""cananea"":431.03,""mayoreo_menos"":500,""mayoreo_mas"":465.52}"
184,MOTOR CONDENSADOR 3/4 220V 1075RPM REV.,1.72,1.72,1.72,0.86,1.72,1.72,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
1545,MOTOR ESQUELETO FLECHA LARGA,206.9,206.9,181.03,108.03,163.79,155.17,"{""regular"":206.9,""tecnico"":181.03,""cananea"":108.03,""mayoreo_menos"":163.79,""mayoreo_mas"":155.17}"
1544,MOTOR LAV SIRVE LG. EAU64082902,396.55,396.55,344.83,318.97,301.72,0.86,"{""regular"":396.55,""tecnico"":344.83,""cananea"":318.97,""mayoreo_menos"":301.72,""mayoreo_mas"":0.86}"
389248,MOTOR LAV. 2 VEL. WH 389248,2.59,2.59,2.59,1.72,1.72,1.72,"{""regular"":2.59,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
2262,MOTOR LAV. T-WM250NA001 ORG.,818.97,818.97,0.86,459.38,0.86,0.86,"{""regular"":818.97,""tecnico"":0.86,""cananea"":459.38,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1875,MOTOR TECO WESTINGHOUSE MOD: AECHUW001 NEMA PREMIUM 3PH\1.5HP 230V NUEVO,172.41,172.41,1.72,1.72,1.72,1.72,"{""regular"":172.41,""tecnico"":1.72,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
1282,MUELA DE AJUSTE WW,51.72,51.72,38.79,40.95,34.48,0,"{""regular"":51.72,""tecnico"":38.79,""cananea"":40.95,""mayoreo_menos"":34.48,""mayoreo_mas"":0}"
2254,NARIZ ACTUADO MABE KRAKEN 277B2481G001,310.34,310.34,86.21,46.41,77.59,68.97,"{""regular"":310.34,""tecnico"":86.21,""cananea"":46.41,""mayoreo_menos"":77.59,""mayoreo_mas"":68.97}"
1227,NARIZ ACTUADOR MABE KRAKEN REDONDO 277B2481G001,103.45,103.45,86.21,0,73.28,0,"{""regular"":103.45,""tecnico"":86.21,""cananea"":0,""mayoreo_menos"":73.28,""mayoreo_mas"":0}"
1403,NARIZ ACTUADOR WH ORG W11457841,215.52,215.52,137.93,51.72,112.07,86.21,"{""regular"":215.52,""tecnico"":137.93,""cananea"":51.72,""mayoreo_menos"":112.07,""mayoreo_mas"":86.21}"
1641,O RING WW,12.93,12.93,12.93,0,12.93,12.93,"{""regular"":12.93,""tecnico"":12.93,""cananea"":0,""mayoreo_menos"":12.93,""mayoreo_mas"":12.93}"
1908,PASTILLA AFFRESH 1PZA,301.72,301.72,258.62,68.97,241.38,224.14,"{""regular"":301.72,""tecnico"":258.62,""cananea"":68.97,""mayoreo_menos"":241.38,""mayoreo_mas"":224.14}"
261,PATA FRONTAL NIVELADORA TORNILLO,51.72,51.72,38.79,24.91,0,0,"{""regular"":51.72,""tecnico"":38.79,""cananea"":24.91,""mayoreo_menos"":0,""mayoreo_mas"":0}"
879,PATA NIVELADORA MABE PLASTICA,25.86,25.86,12.93,0,0,0,"{""regular"":25.86,""tecnico"":12.93,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
525,PERILLA BLANCA C/CANDADO MBOL,30.17,30.17,21.55,11.45,0,0,"{""regular"":30.17,""tecnico"":21.55,""cananea"":11.45,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2275,PERILLA CON ROSCA WH NEGRA PARA RELOJ 3362624,64.66,64.66,56.03,32.55,47.41,47.41,"{""regular"":64.66,""tecnico"":56.03,""cananea"":32.55,""mayoreo_menos"":47.41,""mayoreo_mas"":47.41}"
1396,PERILLA CONTROL MABE CL BLANCA 323B2343G012,456.9,456.9,456.9,350.57,456.9,0,"{""regular"":456.9,""tecnico"":456.9,""cananea"":350.57,""mayoreo_menos"":456.9,""mayoreo_mas"":0}"
191,PERILLA LAVADORA WH 8566022 S/ROSCA,163.79,163.79,120.69,80,112.07,103.45,"{""regular"":163.79,""tecnico"":120.69,""cananea"":80,""mayoreo_menos"":112.07,""mayoreo_mas"":103.45}"
200,PERILLA PRESION BLANCA REDONDA,94.83,94.83,77.59,60.12,68.97,64.66,"{""regular"":94.83,""tecnico"":77.59,""cananea"":60.12,""mayoreo_menos"":68.97,""mayoreo_mas"":64.66}"
201,PERILLA ROSCA TIMER WH G.,34.48,34.48,21.55,16.5,0,0,"{""regular"":34.48,""tecnico"":21.55,""cananea"":16.5,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1948,PERILLA SELECTOR MABE GRIS/CROMO 253C1247G003,146.55,146.55,129.31,77.73,120.69,112.07,"{""regular"":146.55,""tecnico"":129.31,""cananea"":77.73,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
801,PERILLA SELECTOR MBK BLANCA,77.59,77.59,68.97,47.9,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":47.9,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
800,PERILLA TARJETA CNTR. MBK BLANCA 253C1272P001,77.59,77.59,68.97,0,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":0,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
1700,PERILLA TIMER LAV MBK GRIS/PLATA ORG,159.48,159.48,155.17,120.69,142.24,129.31,"{""regular"":159.48,""tecnico"":155.17,""cananea"":120.69,""mayoreo_menos"":142.24,""mayoreo_mas"":129.31}"
3366877,PERROS AGITADOR WHO JGO.,43.1,43.1,30.17,13.66,30.17,0,"{""regular"":43.1,""tecnico"":30.17,""cananea"":13.66,""mayoreo_menos"":30.17,""mayoreo_mas"":0}"
44,PERROS LAV. WH GEN.,34.48,34.48,17.24,0,15.52,0,"{""regular"":34.48,""tecnico"":17.24,""cananea"":0,""mayoreo_menos"":15.52,""mayoreo_mas"":0}"
1767,POLEA CHICA MOTOR DIGITAL WH GEN.,86.21,86.21,73.28,37.21,64.66,60.34,"{""regular"":86.21,""tecnico"":73.28,""cananea"":37.21,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
1546,"POLEA LAV KOBLENZ, MABE",129.31,129.31,0,732.4,0,0,"{""regular"":129.31,""tecnico"":0,""cananea"":732.4,""mayoreo_menos"":0,""mayoreo_mas"":0}"
869,POLEA MOTOR DIGITAL WH GEN.,103.45,103.45,103.45,0,0,0,"{""regular"":103.45,""tecnico"":103.45,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2014,"POLEA MOTOR LAVADORA MABE KRAKEN ORG, 290D1164G001",142.24,142.24,133.62,88.25,120.69,107.76,"{""regular"":142.24,""tecnico"":133.62,""cananea"":88.25,""mayoreo_menos"":120.69,""mayoreo_mas"":107.76}"
189,POLEA MOTOR MY,77.59,77.59,60.34,32.73,56.03,0,"{""regular"":77.59,""tecnico"":60.34,""cananea"":32.73,""mayoreo_menos"":56.03,""mayoreo_mas"":0}"
600,POLEA MOTOR S/MAYTAG RSCA. IZQ.,168.1,168.1,120.69,63.41,112.07,94.83,"{""regular"":168.1,""tecnico"":120.69,""cananea"":63.41,""mayoreo_menos"":112.07,""mayoreo_mas"":94.83}"
1982,POLEA TENSORA SOLA ELECTROLUX,103.45,103.45,68.97,24.9,60.34,51.72,"{""regular"":103.45,""tecnico"":68.97,""cananea"":24.9,""mayoreo_menos"":60.34,""mayoreo_mas"":51.72}"
12002213,POLEA TRANS. CON ELEVADOR Y BAL. WH O,831.9,831.9,0.86,671.63,0.86,0.86,"{""regular"":831.9,""tecnico"":0.86,""cananea"":671.63,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1228,POLEA TRANSM. MABE KRAKEN LISA,844.83,844.83,86.21,56.03,60.34,47.41,"{""regular"":844.83,""tecnico"":86.21,""cananea"":56.03,""mayoreo_menos"":60.34,""mayoreo_mas"":47.41}"
1280,POLEA TRANSMISION KOBLENZ,120.69,120.69,103.45,61.44,94.83,86.21,"{""regular"":120.69,""tecnico"":103.45,""cananea"":61.44,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
606,POLEA TRANSMISION MBAM G.,64.66,64.66,0,33.05,0,0,"{""regular"":64.66,""tecnico"":0,""cananea"":33.05,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1279,POLEA Y VENTILADOR MABE KRAKEN ORG.,275.86,275.86,250,207.27,232.76,215.52,"{""regular"":275.86,""tecnico"":250,""cananea"":207.27,""mayoreo_menos"":232.76,""mayoreo_mas"":215.52}"
8055142,PORTA PERROS ALTO WH. 7CM SOLO,172.41,172.41,146.55,88.21,137.93,129.31,"{""regular"":172.41,""tecnico"":146.55,""cananea"":88.21,""mayoreo_menos"":137.93,""mayoreo_mas"":129.31}"
899,PORTA PERROS PLANO WH DIG GEN 285809,103.45,103.45,86.21,48.26,77.59,68.97,"{""regular"":103.45,""tecnico"":86.21,""cananea"":48.26,""mayoreo_menos"":77.59,""mayoreo_mas"":68.97}"
285809,PORTA PERROS WH CORTO ORG. 285809,137.93,137.93,120.69,73.29,112.07,103.45,"{""regular"":137.93,""tecnico"":120.69,""cananea"":73.29,""mayoreo_menos"":112.07,""mayoreo_mas"":103.45}"
2257,PORTA PERROS WH. 285748 9.5CM,543.1,543.1,482.76,289.92,448.28,413.79,"{""regular"":543.1,""tecnico"":482.76,""cananea"":289.92,""mayoreo_menos"":448.28,""mayoreo_mas"":413.79}"
2055,"PORTAVASO ENT, CHICA CRUSH MASTER",51.72,51.72,38.79,19.91,34.48,30.17,"{""regular"":51.72,""tecnico"":38.79,""cananea"":19.91,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
1803,POSTE CENTRO LAVADO MABE/GE,336.21,336.21,293.1,206.9,275.86,250,"{""regular"":336.21,""tecnico"":293.1,""cananea"":206.9,""mayoreo_menos"":275.86,""mayoreo_mas"":250}"
77,POSTE CUBRE FLECHA LMBOL,172.41,172.41,142.24,80.96,133.62,120.69,"{""regular"":172.41,""tecnico"":142.24,""cananea"":80.96,""mayoreo_menos"":133.62,""mayoreo_mas"":120.69}"
1225,POSTE ENSAMBLE SOLO WH ACOP ORG,818.97,818.97,732.76,544.25,715.52,689.66,"{""regular"":818.97,""tecnico"":732.76,""cananea"":544.25,""mayoreo_menos"":715.52,""mayoreo_mas"":689.66}"
871,POSTE ENSAMBLE SOLO WH ACOP. GEN,517.24,517.24,517.24,0,0,0,"{""regular"":517.24,""tecnico"":517.24,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1506,POSTE LARGO WH DIG.,489.66,489.66,403.45,341.26,0,0,"{""regular"":489.66,""tecnico"":403.45,""cananea"":341.26,""mayoreo_menos"":0,""mayoreo_mas"":0}"
69,POSTE MB C/BASE ROSCA PARA FLOTADOR,336.21,336.21,301.72,121.81,280.17,258.62,"{""regular"":336.21,""tecnico"":301.72,""cananea"":121.81,""mayoreo_menos"":280.17,""mayoreo_mas"":258.62}"
2147,POSTE MB C/BASE ROSCA PARA FLOTADOR ORG,465.52,465.52,422.41,257.26,396.55,370.69,"{""regular"":465.52,""tecnico"":422.41,""cananea"":257.26,""mayoreo_menos"":396.55,""mayoreo_mas"":370.69}"
1074,POSTE Y FLECHA MABE KR. PLATO DELGADO 233D2549G003,560.34,560.34,560.34,459.39,517.24,0,"{""regular"":560.34,""tecnico"":560.34,""cananea"":459.39,""mayoreo_menos"":517.24,""mayoreo_mas"":0}"
1950,POSTE Y FLECHA MABE KRAKEN ORG. 233D2549G001,767.24,767.24,711.21,459.38,659.48,0.86,"{""regular"":767.24,""tecnico"":711.21,""cananea"":459.38,""mayoreo_menos"":659.48,""mayoreo_mas"":0.86}"
1095,PREOSTATO SAMSUNG ORG. NEGRO,487.07,487.07,387.93,318.97,336.21,293.1,"{""regular"":487.07,""tecnico"":387.93,""cananea"":318.97,""mayoreo_menos"":336.21,""mayoreo_mas"":293.1}"
1592,PRESOSTATO ELEC. MB WW01F00663 / 253C1103P001,362.07,362.07,301.72,366.49,275.86,0,"{""regular"":362.07,""tecnico"":301.72,""cananea"":366.49,""mayoreo_menos"":275.86,""mayoreo_mas"":0}"
2283,PRESOSTATO LAV. LG GEN. 6601ER1006A,258.62,258.62,241.38,86.1,215.52,172.41,"{""regular"":258.62,""tecnico"":241.38,""cananea"":86.1,""mayoreo_menos"":215.52,""mayoreo_mas"":172.41}"
1093,"PRESOSTATO LAV. SAMSUNG 3 TERM. SIRVE WINIA,LG",387.93,387.93,336.21,318.97,318.97,0,"{""regular"":387.93,""tecnico"":336.21,""cananea"":318.97,""mayoreo_menos"":318.97,""mayoreo_mas"":0}"
2288,PRESOSTATO LAV. SAMSUNG. DC96-01703G,336.21,336.21,297.41,164.86,267.24,241.38,"{""regular"":336.21,""tecnico"":297.41,""cananea"":164.86,""mayoreo_menos"":267.24,""mayoreo_mas"":241.38}"
107,PRESOSTATO MECANICO AZUL MB 228C2084P006 AMZ,163.79,163.79,137.93,115.75,0,0,"{""regular"":163.79,""tecnico"":137.93,""cananea"":115.75,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1096,PRESOSTATO SAMSUNG DAEWOO CAFE GEN.,224.14,224.14,193.97,117.6,181.03,168.1,"{""regular"":224.14,""tecnico"":193.97,""cananea"":117.6,""mayoreo_menos"":181.03,""mayoreo_mas"":168.1}"
1076,"PRESOSTATO SIRVE DAEWOO,SAMSUNG WINIA CON MANGUERA 3 PINES",275.86,275.86,224.14,0,172.41,129.31,"{""regular"":275.86,""tecnico"":224.14,""cananea"":0,""mayoreo_menos"":172.41,""mayoreo_mas"":129.31}"
1385,RELAY VENTILADOR 4 CABLES,646.55,646.55,387.93,0,0,0,"{""regular"":646.55,""tecnico"":387.93,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1890,RELOJ 5 CABLES CON PUENTE OREJAS INCLINADAS,172.41,172.41,103.45,37.76,77.59,64.66,"{""regular"":172.41,""tecnico"":103.45,""cananea"":37.76,""mayoreo_menos"":77.59,""mayoreo_mas"":64.66}"
1339,RELOJ 7 CABLES GEN PARA LAVADORA,129.31,129.31,0,90,0,0,"{""regular"":129.31,""tecnico"":0,""cananea"":90,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1699,RESORTE CHICO SUSP. WH GEN,68.97,68.97,47.41,56.03,38.79,0,"{""regular"":68.97,""tecnico"":47.41,""cananea"":56.03,""mayoreo_menos"":38.79,""mayoreo_mas"":0}"
906,RESORTE TRASERO WH GEN.,68.97,68.97,43.1,0,34.48,0,"{""regular"":68.97,""tecnico"":43.1,""cananea"":0,""mayoreo_menos"":34.48,""mayoreo_mas"":0}"
1460,RODILLO DISCO AGITADOR LAV MABE KRAKEN ORG.,86.21,86.21,77.59,55.46,68.97,64.66,"{""regular"":86.21,""tecnico"":77.59,""cananea"":55.46,""mayoreo_menos"":68.97,""mayoreo_mas"":64.66}"
1639,ROTULAS PARA SUSPENSION JUEGO,814.66,814.66,86.21,0,0,0,"{""regular"":814.66,""tecnico"":86.21,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
631,SELENOIDE ACTUADOR LG,301.72,301.72,241.38,146.16,215.52,198.28,"{""regular"":301.72,""tecnico"":241.38,""cananea"":146.16,""mayoreo_menos"":215.52,""mayoreo_mas"":198.28}"
1068,SELENOIDE ACTUADOR MBK 233D2202G001,586.21,586.21,431.03,198.32,396.55,370.69,"{""regular"":586.21,""tecnico"":431.03,""cananea"":198.32,""mayoreo_menos"":396.55,""mayoreo_mas"":370.69}"
2291,SELENOIDE ACTUADOR MBK GEN. 233D2202G001,448.28,448.28,387.93,193.2,336.21,275.86,"{""regular"":448.28,""tecnico"":387.93,""cananea"":193.2,""mayoreo_menos"":336.21,""mayoreo_mas"":275.86}"
