SKU,Nombre,Existencia,Categoria,Archivo_origen,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json 
W11115796,RESISTENCIA REF WH W11115796,-1,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W11350838,KIT RELAY REF. WH. ORG. W11350838,5,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W11396033,SWITCH P/FOCO REF. WH. ORG. W11396033,8,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W11410542,TARJETA CTRL. REF. MONARCA W11410542,10,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W11436572,TARJETA CONTROL REF. WH ORG. W11436572,3,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W11466252,FUSIBLE DOBLE REF. WHIRPOOL W11466252 ORG.,5,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W11575003,VALVULA 3 VIAS WH ORG. W11575003,0,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W11590197,VALVULA 3 VIAS WH ORG. W11590197,-1,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WP2188656,PAR CAJONES REF WH WP2188656,-1,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WP2210895,RESISTENCIA TUBULAR WH 16 PULG TIPO C ORG. 2210895,0,REFRIGERACION,REFRIGERACION.xlsx,655.17,655.17,577.59,500.0,538.79,508.62,"{""regular"":655.17,""tecnico"":577.59,""cananea"":500.0,""mayoreo_menos"":538.79,""mayoreo_mas"":508.62}"
WR01A01876,FILTRO DE AGUA GE CORTOMWF,4,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WR01F00099,"ASPA PLAST. BUJE 1/8 4""",-11,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WR01F00242,"TARJETA CONTROL REF. MABE ORG. 225D3466G009,008 WR01F00242",-2,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WR01F00288,TARJETA CONTROL PRINCIPAL MBGE WR01F00288 / 225D4208G003,2,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WR01F01914,ELECTROVALVULA DOBLE 110V MABE 197D2638P006,2,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WR01L13595,CAJON REF. VERDURAS MABE ORG. WR01L13595,-1,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WR55X21623,TARJETA REF. MABE WR55X21623 ORG,0,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WR60X10358,MOTOR VENT. CONDENSADOR REF. GENERAL ELECTRIC WR60X10358,-1,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
WR60X26866E,"MOTOR VENTILADOR EVAP. GE 4 CABLES GEN WR60X26033, WR60X26866",2,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
X002HC9REZ,"RESISTENCIA SIRVE GE, EDGEWATER DE1121C/WE1121C",-3,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
X0045C4SSZ,ICEMAKER SAMSUNG DA97-08059A,0,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
XWFE,FILTRO DE AGUA MABE ORG. XWFE,-3,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
XXXX,COMPRESOR USADO DIF CAP,-1,REFRIGERACION,REFRIGERACION.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
037103572561,BOQUILLA CON AUTOENCENDIDO Y MANGUERA TURNER,2,SECADORAS,SECADORAS.xlsx,810.34,810.34,0.86,563.85,0.86,0.86,"{""regular"":810.34,""tecnico"":0.86,""cananea"":563.85,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
078477695302,CONTACTO 220V PARA SECADORA 4P4W 50A,1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
078477695319,CONTACTO PARA SECADORA 4 P 30AMP NEUTRO ESCUADRA COD:278,12,SECADORAS,SECADORAS.xlsx,362.07,362.07,310.34,198.23,297.41,284.48,"{""regular"":362.07,""tecnico"":310.34,""cananea"":198.23,""mayoreo_menos"":297.41,""mayoreo_mas"":284.48}"
078477905739,CONTACTO PARA SECADORA 220V 3P 3W 3 TERM RECTO,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
078477905753,CONTACTO PARA SECADORA 220V 3P3W NEUTRO EN L,5,SECADORAS,SECADORAS.xlsx,267.24,267.24,224.14,103.19,202.59,181.03,"{""regular"":267.24,""tecnico"":224.14,""cananea"":103.19,""mayoreo_menos"":202.59,""mayoreo_mas"":181.03}"
1015,SOPORTE BUJE SEC. MABE 248C1156G001,3,SECADORAS,SECADORAS.xlsx,202.59,202.59,185.34,137.65,172.41,0.0,"{""regular"":202.59,""tecnico"":185.34,""cananea"":137.65,""mayoreo_menos"":172.41,""mayoreo_mas"":0.0}"
1017,PERILLA TRJTA. CONTROL GRIS/CROMO. MABE KR SEC. 2253C1252G010,12,SECADORAS,SECADORAS.xlsx,198.28,198.28,172.41,85.5,163.79,150.86,"{""regular"":198.28,""tecnico"":172.41,""cananea"":85.5,""mayoreo_menos"":163.79,""mayoreo_mas"":150.86}"
1039,ESPREA SEC. WH. ORG.,76,SECADORAS,SECADORAS.xlsx,47.41,47.41,38.79,23.72,30.17,25.86,"{""regular"":47.41,""tecnico"":38.79,""cananea"":23.72,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
1041,JUEGO DE PERILLAS ESTUFA GRIS MODELO W10666904,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1054,POLEA TENSORA COMPLETA WH GEN. 691366,19,SECADORAS,SECADORAS.xlsx,172.41,172.41,155.17,79.11,129.31,81.5,"{""regular"":172.41,""tecnico"":155.17,""cananea"":79.11,""mayoreo_menos"":129.31,""mayoreo_mas"":81.5}"
1083,JUEGO DE RODILLOSSAMSUNG ORG. JY11,2,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1101,POLEA CON BRAZO SAMSUNG ORG. DC66-00903A,5,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1109,TERMICO PUENTE SAMSUNG ORG.,-25,SECADORAS,SECADORAS.xlsx,215.52,215.52,181.03,133.35,155.17,146.55,"{""regular"":215.52,""tecnico"":181.03,""cananea"":133.35,""mayoreo_menos"":155.17,""mayoreo_mas"":146.55}"
1110,TERMICO CHICO SAMSUNG ORG.,19,SECADORAS,SECADORAS.xlsx,94.83,94.83,81.9,36.76,77.59,73.28,"{""regular"":94.83,""tecnico"":81.9,""cananea"":36.76,""mayoreo_menos"":77.59,""mayoreo_mas"":73.28}"
1111,"TERMISTOR SAMSUNG ORG SIRVE WH,MY",-7,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1112,TERMICO GRANDE SAMSUNG ORG. 091216,2,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1113,TERMICO GRANDE SAMSUNG ORG. A1302,1,SECADORAS,SECADORAS.xlsx,172.41,172.41,155.17,99.75,146.55,133.62,"{""regular"":172.41,""tecnico"":155.17,""cananea"":99.75,""mayoreo_menos"":146.55,""mayoreo_mas"":133.62}"
1114,TERMICO SAMSUNG ORG. D2126,4,SECADORAS,SECADORAS.xlsx,163.79,163.79,142.24,67.9,133.62,120.69,"{""regular"":163.79,""tecnico"":142.24,""cananea"":67.9,""mayoreo_menos"":133.62,""mayoreo_mas"":120.69}"
1148,ESPREA SEC LP MABE G,7,SECADORAS,SECADORAS.xlsx,73.28,73.28,68.97,39.91,60.34,46.28,"{""regular"":73.28,""tecnico"":68.97,""cananea"":39.91,""mayoreo_menos"":60.34,""mayoreo_mas"":46.28}"
116,VALVULA DE GAS WHMY SEC,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
11601,TERMICO DE SQDE 2X20 AMPS,-33,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1163,POLEA TENSORA WH ANCHA TIPO 6-3700340,21,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1172,FUSIBLE SECADORA WH SOLO GEN 3977393 309F,-44,SECADORAS,SECADORAS.xlsx,51.72,51.72,47.41,26.25,43.1,0.0,"{""regular"":51.72,""tecnico"":47.41,""cananea"":26.25,""mayoreo_menos"":43.1,""mayoreo_mas"":0.0}"
1183,TURBINA MOTOR MAYTAG 303836 GEN,17,SECADORAS,SECADORAS.xlsx,224.14,224.14,198.28,89.28,181.03,163.79,"{""regular"":224.14,""tecnico"":198.28,""cananea"":89.28,""mayoreo_menos"":181.03,""mayoreo_mas"":163.79}"
1184,KIT DESLIZADOR MAYTAG 12002126,1,SECADORAS,SECADORAS.xlsx,594.83,594.83,241.38,189.66,206.9,176.72,"{""regular"":594.83,""tecnico"":241.38,""cananea"":189.66,""mayoreo_menos"":206.9,""mayoreo_mas"":176.72}"
119,"DUCTO P/SECADORA 6"" 15M LARGO",0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1190,POLEA TENSORA C. BRAZO MABE ORG. 189D7031G001,-10,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1191,SWITCH PUERTA SEC WH GEN TIPO 279347,-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1192,"REGULADOR 1VIA SIN CONEXIONES 3/8 A1/2""",-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
120,MOTOR BOMBA UNIV. 35 W,46,SECADORAS,SECADORAS.xlsx,232.76,232.76,198.28,94.62,198.28,198.28,"{""regular"":232.76,""tecnico"":198.28,""cananea"":94.62,""mayoreo_menos"":198.28,""mayoreo_mas"":198.28}"
121,RODILLO TAMBOR SEC WH PZA. O,21,SECADORAS,SECADORAS.xlsx,168.1,168.1,137.93,0.0,112.07,90.52,"{""regular"":168.1,""tecnico"":137.93,""cananea"":0.0,""mayoreo_menos"":112.07,""mayoreo_mas"":90.52}"
1215,BUJE SOPORTE TINA MABE SEC.,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1216,RESISTENCIA CON TERMOSTATO WW ORG COMPLETA 137392700,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1218,ENSAMBLE TURBINA Y CUBIERTA WW ORG.131967600,0,SECADORAS,SECADORAS.xlsx,0.86,0.86,0.86,724.51,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":724.51,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
122,RODILLO TAMBOR SEC. AM PZA,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1224,SWITCH ROTATORIO MABE ORG. 212D1094P004,19,SECADORAS,SECADORAS.xlsx,94.83,94.83,86.21,53.22,86.21,0.0,"{""regular"":94.83,""tecnico"":86.21,""cananea"":53.22,""mayoreo_menos"":86.21,""mayoreo_mas"":0.0}"
1226,CODO CAMPANA 3/8-3/8,29,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1230,TIMER SEC. GE MABE ORG 234D1296P008 TMD14M06,5,SECADORAS,SECADORAS.xlsx,681.03,681.03,551.72,465.52,512.93,508.62,"{""regular"":681.03,""tecnico"":551.72,""cananea"":465.52,""mayoreo_menos"":512.93,""mayoreo_mas"":508.62}"
1235,DUCTO ALUMINIO RIGIDO TRAMO 2.4,3,SECADORAS,SECADORAS.xlsx,181.03,181.03,146.55,120.0,137.9,125.0,"{""regular"":181.03,""tecnico"":146.55,""cananea"":120.0,""mayoreo_menos"":137.9,""mayoreo_mas"":125.0}"
1239,TERMICOS Y SWITCH SEC MABE ORG,1,SECADORAS,SECADORAS.xlsx,517.24,517.24,431.03,276.11,0.0,0.0,"{""regular"":517.24,""tecnico"":431.03,""cananea"":276.11,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1240,VALVULA REGULADORA DE GAS WW ORG SIRVE VARIAS MARCAS,0,SECADORAS,SECADORAS.xlsx,793.1,793.1,702.59,422.64,655.17,607.76,"{""regular"":793.1,""tecnico"":702.59,""cananea"":422.64,""mayoreo_menos"":655.17,""mayoreo_mas"":607.76}"
1248,IGNITOR PLANO MABE ORG CON BASE 248C1186P002,10,SECADORAS,SECADORAS.xlsx,500.0,500.0,431.03,265.66,396.55,362.07,"{""regular"":500.0,""tecnico"":431.03,""cananea"":265.66,""mayoreo_menos"":396.55,""mayoreo_mas"":362.07}"
1255,MANGUERA DE GAS PARA SEC 3M,13,SECADORAS,SECADORAS.xlsx,103.45,103.45,90.52,77.59,77.59,77.59,"{""regular"":103.45,""tecnico"":90.52,""cananea"":77.59,""mayoreo_menos"":77.59,""mayoreo_mas"":77.59}"
1294,SWITCH PUERTA SEC. WH GEN 279347,11,SECADORAS,SECADORAS.xlsx,146.55,146.55,137.93,68.26,125.0,71.41,"{""regular"":146.55,""tecnico"":137.93,""cananea"":68.26,""mayoreo_menos"":125.0,""mayoreo_mas"":71.41}"
131447500,SWITCH ARRANQUE S/CLIP ROT. SEC. WW 2 TERM. 131447500,1,SECADORAS,SECADORAS.xlsx,387.93,387.93,245.69,189.66,215.52,202.59,"{""regular"":387.93,""tecnico"":245.69,""cananea"":189.66,""mayoreo_menos"":215.52,""mayoreo_mas"":202.59}"
131476309,TURBINA MOTOR WW ORG. 131476300,8,SECADORAS,SECADORAS.xlsx,474.14,474.14,413.79,194.27,370.69,344.83,"{""regular"":474.14,""tecnico"":413.79,""cananea"":194.27,""mayoreo_menos"":370.69,""mayoreo_mas"":344.83}"
131644700,MANIJA SEC. FRIGIDAIRE 131644700,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
131775600,TURBINA Y CUBIERTA SEC. ELECTROLUX 131775600,2,SECADORAS,SECADORAS.xlsx,0.86,0.86,0.86,739.22,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":739.22,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
131863007,POLEA TENSORA SEC WW ELECT.,-2,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1325,SWITCH PUERTA MABE ORG. 248C1157P001,15,SECADORAS,SECADORAS.xlsx,81.9,81.9,77.59,64.66,73.28,68.97,"{""regular"":81.9,""tecnico"":77.59,""cananea"":64.66,""mayoreo_menos"":73.28,""mayoreo_mas"":68.97}"
134048900,TERMOSTATO ELE ORG. 134048900 L135-15F,-3,SECADORAS,SECADORAS.xlsx,301.72,301.72,267.24,232.76,250.0,232.76,"{""regular"":301.72,""tecnico"":267.24,""cananea"":232.76,""mayoreo_menos"":250.0,""mayoreo_mas"":232.76}"
134503600,BANDA SEC 4H WW ORG. 110CM 134503600,22,SECADORAS,SECADORAS.xlsx,344.83,344.83,310.34,182.71,284.48,258.62,"{""regular"":344.83,""tecnico"":310.34,""cananea"":182.71,""mayoreo_menos"":284.48,""mayoreo_mas"":258.62}"
134711300,TERMISTOR SEC ELEC.134711300,2,SECADORAS,SECADORAS.xlsx,818.97,818.97,715.52,0.0,672.41,620.69,"{""regular"":818.97,""tecnico"":715.52,""cananea"":0.0,""mayoreo_menos"":672.41,""mayoreo_mas"":620.69}"
134711401,TERMOSTATO LIMITADOR TERMICO WW ORG. 134711401,-2,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
134792700,RESISTENCIA SEC. WW 134792700,-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
135,TERMOFUSIBLE DELGADO SEC. WH GEN.,219,SECADORAS,SECADORAS.xlsx,43.1,43.1,34.48,15.02,34.48,0.0,"{""regular"":43.1,""tecnico"":34.48,""cananea"":15.02,""mayoreo_menos"":34.48,""mayoreo_mas"":0.0}"
1353,JUEGO DE ESPREA KIT WH GEN,-1,SECADORAS,SECADORAS.xlsx,732.76,732.76,646.55,140.41,646.55,603.45,"{""regular"":732.76,""tecnico"":646.55,""cananea"":140.41,""mayoreo_menos"":646.55,""mayoreo_mas"":603.45}"
1354,RODILLO TAMBOR SEC. MY WH,9,SECADORAS,SECADORAS.xlsx,155.17,155.17,129.31,69.3,116.38,103.45,"{""regular"":155.17,""tecnico"":129.31,""cananea"":69.3,""mayoreo_menos"":116.38,""mayoreo_mas"":103.45}"
136,TERMOSTATO SEC. KIT WH G. 279769,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
137,ARO SOPORT COJINETE SUP. SEC.,1,SECADORAS,SECADORAS.xlsx,370.69,370.69,327.59,138.49,301.72,275.86,"{""regular"":370.69,""tecnico"":327.59,""cananea"":138.49,""mayoreo_menos"":301.72,""mayoreo_mas"":275.86}"
137032600,TERMOSTATO ALTO LIMITE WW ORG. 137032600,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
137292700,BANDA SEC. WW ORG 134503900 113CM,10,SECADORAS,SECADORAS.xlsx,168.1,168.1,159.48,78.76,150.86,0.0,"{""regular"":168.1,""tecnico"":159.48,""cananea"":78.76,""mayoreo_menos"":150.86,""mayoreo_mas"":0.0}"
137539200,TERMOSTATO SEC. ELECTROLUX 137539200 314F,2,SECADORAS,SECADORAS.xlsx,215.52,215.52,181.03,109.22,168.1,155.17,"{""regular"":215.52,""tecnico"":181.03,""cananea"":109.22,""mayoreo_menos"":168.1,""mayoreo_mas"":155.17}"
1387,ESPREA SEC LG ORG GAS LP,9,SECADORAS,SECADORAS.xlsx,431.03,431.03,387.93,274.69,370.69,344.83,"{""regular"":431.03,""tecnico"":387.93,""cananea"":274.69,""mayoreo_menos"":370.69,""mayoreo_mas"":344.83}"
1404,BANDA SAMSUNG ORG 117CM 5PISTAS 6602-001655,29,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1415,DUCTO COLECTOR DE AIRE PARA SEC. 234D1198,-4,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1437,RODILLO TAMBOR JGO. WHG,23,SECADORAS,SECADORAS.xlsx,301.72,301.72,241.38,81.49,224.14,145.24,"{""regular"":301.72,""tecnico"":241.38,""cananea"":81.49,""mayoreo_menos"":224.14,""mayoreo_mas"":145.24}"
1442,COJINETE DESLIZABLE VERDE,-11,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
144444,KIT DE SECADORA ATRAPAPELUSA,17,SECADORAS,SECADORAS.xlsx,198.28,198.28,172.41,114.46,159.48,146.55,"{""regular"":198.28,""tecnico"":172.41,""cananea"":114.46,""mayoreo_menos"":159.48,""mayoreo_mas"":146.55}"
1470,SWICTH SELECTOR SEC 234D2342P002,3,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1473,SELLO FELPA CON DESLIZADOR GEN,-5,SECADORAS,SECADORAS.xlsx,232.76,232.76,189.66,142.93,189.66,181.03,"{""regular"":232.76,""tecnico"":189.66,""cananea"":142.93,""mayoreo_menos"":189.66,""mayoreo_mas"":181.03}"
1494,SWITCH SEC. MABE 1 BOTON 3 TERM.,32,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1496,TIMER SEC. GE MABE ORG 234D2377P002 TMD1CM34,12,SECADORAS,SECADORAS.xlsx,0.86,0.86,0.86,378.01,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":378.01,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1532,"SWITCH TAPA SEC MABE WW02F00809,254C1353P002",0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1535,PERILLA TIMER MABE BLANCA/CORMO WW02L00732,6,SECADORAS,SECADORAS.xlsx,258.62,258.62,250.0,74.22,241.38,224.14,"{""regular"":258.62,""tecnico"":250.0,""cananea"":74.22,""mayoreo_menos"":241.38,""mayoreo_mas"":224.14}"
