SKU,Nombre,Existencia,Categoria,Archivo_origen,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json
1971,PINZAS DE MICRO CORTE ELECTRONICA,1,ACCESORIOS,ACCESORIOS.xlsx,68.97,68.97,51.72,19.04,51.72,51.72,"{""regular"":68.97,""tecnico"":51.72,""cananea"":19.04,""mayoreo_menos"":51.72,""mayoreo_mas"":51.72}"
1986,FLOTADOR SENSOR DE DISPENSADOR DE AGUA,0,ACCESORIOS,ACCESORIOS.xlsx,103.45,103.45,86.21,49.78,86.21,86.21,"{""regular"":103.45,""tecnico"":86.21,""cananea"":49.78,""mayoreo_menos"":86.21,""mayoreo_mas"":86.21}"
1995,SOLDADURA C/FUNDENTE AZUL,46,ACCESORIOS,ACCESORIOS.xlsx,64.66,64.66,51.72,30.46,43.1,38.79,"{""regular"":64.66,""tecnico"":51.72,""cananea"":30.46,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
2000,ACIDO COIL CLENNER MOR.BIDON 20LT,3,ACCESORIOS,ACCESORIOS.xlsx,836.21,836.21,775.86,501.06,724.14,724.14,"{""regular"":836.21,""tecnico"":775.86,""cananea"":501.06,""mayoreo_menos"":724.14,""mayoreo_mas"":724.14}"
2004,TERMICO 2 POLOS 20 AMPS,0,ACCESORIOS,ACCESORIOS.xlsx,155.57,155.57,142.24,99.59,0.0,0.0,"{""regular"":155.57,""tecnico"":142.24,""cananea"":99.59,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2008,DIODO RECTIFICADOR PARA MICROONDAS,9,ACCESORIOS,ACCESORIOS.xlsx,38.79,38.79,30.17,17.91,30.17,25.86,"{""regular"":38.79,""tecnico"":30.17,""cananea"":17.91,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
2065,BUJE S/CEJA TRASERO MEDIDA BRONCE,49,ACCESORIOS,ACCESORIOS.xlsx,38.79,38.79,30.17,14.94,25.86,21.55,"{""regular"":38.79,""tecnico"":30.17,""cananea"":14.94,""mayoreo_menos"":25.86,""mayoreo_mas"":21.55}"
2071,"LLAVE BCA C/PALANCA AZUL CUERDA INT 5/8""",10,ACCESORIOS,ACCESORIOS.xlsx,77.59,77.59,68.97,43.0,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":43.0,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
2072,"LLAVE BCA C/PALANCA ROJA CUERDA EXT. 3/4""",8,ACCESORIOS,ACCESORIOS.xlsx,77.59,77.59,68.97,43.0,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":43.0,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
2073,"LLAVE BCA C/BOTON AZUL CUERDA EXT. 3/4""",8,ACCESORIOS,ACCESORIOS.xlsx,68.97,68.97,56.03,47.41,51.72,51.72,"{""regular"":68.97,""tecnico"":56.03,""cananea"":47.41,""mayoreo_menos"":51.72,""mayoreo_mas"":51.72}"
2074,"FUSIBLE 5A, 220V",94,ACCESORIOS,ACCESORIOS.xlsx,21.55,21.55,17.24,2.59,12.93,8.62,"{""regular"":21.55,""tecnico"":17.24,""cananea"":2.59,""mayoreo_menos"":12.93,""mayoreo_mas"":8.62}"
2076,BUJE DE HIERRO DIAM 10MM,40,ACCESORIOS,ACCESORIOS.xlsx,25.86,25.86,17.24,7.33,12.93,8.62,"{""regular"":25.86,""tecnico"":17.24,""cananea"":7.33,""mayoreo_menos"":12.93,""mayoreo_mas"":8.62}"
2107,REGULADOR DE VOLTAJE 2000W,2,ACCESORIOS,ACCESORIOS.xlsx,1.72,1.72,1.72,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2127,CONECTOR RAPIDO 1/4 CODO,5,ACCESORIOS,ACCESORIOS.xlsx,34.48,34.48,25.86,17.24,25.86,21.55,"{""regular"":34.48,""tecnico"":25.86,""cananea"":17.24,""mayoreo_menos"":25.86,""mayoreo_mas"":21.55}"
2128,"CONECTOR RAPIDO 1/4 ""T""",-3,ACCESORIOS,ACCESORIOS.xlsx,34.48,34.48,25.86,17.24,21.55,21.55,"{""regular"":34.48,""tecnico"":25.86,""cananea"":17.24,""mayoreo_menos"":21.55,""mayoreo_mas"":21.55}"
2129,CONECTOR REDUCCION 1/4 - 5/16 RECTO,25,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2130,CONECTOR RAPIDO 5/16 - 5/16,5,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2131,"CONECTOR RAPIDO 5/16 ""T""",18,ACCESORIOS,ACCESORIOS.xlsx,34.48,34.48,25.86,10.95,21.55,17.24,"{""regular"":34.48,""tecnico"":25.86,""cananea"":10.95,""mayoreo_menos"":21.55,""mayoreo_mas"":17.24}"
2135,KIT FILTROS OSMOSIS PURIKOR 6 ETAPAS 1 AÑO,-2,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2142,TUBO TERMORETRACTIL 3/16 METRO,24.799999999999997,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2143,TUBO TERMORETRACTIL 1/8 METRO,19.5,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2144,TUBO TERMORETRACTIL 1/4 METRO,-33.8,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2146,TOALLA DE MICROFIBRA,22,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2158,BANDA ASPIRADORA 562932001,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2182,KIT PINZAS ANTIESTATICAS DE PRECISION 6 PZS.,1,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2184,"FUSIBLE 1A, 220V",100,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
219,CEDAZO Y EMPAQUE PARA MANGUERA JUEGO,128,ACCESORIOS,ACCESORIOS.xlsx,12.93,12.93,12.93,2.31,0.0,0.0,"{""regular"":12.93,""tecnico"":12.93,""cananea"":2.31,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2220,BIDON DESENGRASANTE BLANCO 20 LT,1,ACCESORIOS,ACCESORIOS.xlsx,844.83,844.83,844.83,599.57,810.34,0.86,"{""regular"":844.83,""tecnico"":844.83,""cananea"":599.57,""mayoreo_menos"":810.34,""mayoreo_mas"":0.86}"
2221,BOMBA DE AGUA GARRAFON ELECTRICA RECARGABLE,1,ACCESORIOS,ACCESORIOS.xlsx,172.41,172.41,133.62,73.0,120.69,120.69,"{""regular"":172.41,""tecnico"":133.62,""cananea"":73.0,""mayoreo_menos"":120.69,""mayoreo_mas"":120.69}"
2230,PUNTA POOL 6 CMS 312063,10,ACCESORIOS,ACCESORIOS.xlsx,25.86,25.86,21.55,16.11,21.55,21.55,"{""regular"":25.86,""tecnico"":21.55,""cananea"":16.11,""mayoreo_menos"":21.55,""mayoreo_mas"":21.55}"
2239,"EQUIPO PORTATIL PARA SOLDAR Y CORTAR CON ADAPTADOR ""GB""",1,ACCESORIOS,ACCESORIOS.xlsx,5.17,5.17,4.31,4.31,4.31,4.31,"{""regular"":5.17,""tecnico"":4.31,""cananea"":4.31,""mayoreo_menos"":4.31,""mayoreo_mas"":4.31}"
2242,DOBLADOR DE TUBOS 180° 3/16-3/8 GB,2,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2250,ATOMIZADOR SOLO 1LT,1,ACCESORIOS,ACCESORIOS.xlsx,43.1,43.1,38.79,28.99,38.79,38.79,"{""regular"":43.1,""tecnico"":38.79,""cananea"":28.99,""mayoreo_menos"":38.79,""mayoreo_mas"":38.79}"
2252,FUSIBLE TERMICO 3A 150C 240V,-123,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2253,FUSIBLE TERMICO 5A 150C 240V,-20,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
227,LIMPIADOR DE SERPEN. COILCLEANER MOR. 1LT,73,ACCESORIOS,ACCESORIOS.xlsx,43.1,43.1,43.1,36.89,0.0,0.0,"{""regular"":43.1,""tecnico"":43.1,""cananea"":36.89,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2270,ROLLO MALLA REF. IMPERMEABILIZANTE,2,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2279,"MANUAL OPERATIVO LAVADORA, SECADORA Y LAVAVAJILLAS WH",2,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
228,LIMPIADOR DE SERPENTINES COILCLEANER MOR. GAL.,36,ACCESORIOS,ACCESORIOS.xlsx,172.41,172.41,129.31,97.83,0.0,0.0,"{""regular"":172.41,""tecnico"":129.31,""cananea"":97.83,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2280,MANUAL OPERATIVO REFRIGERADORES Y ESTUFAS WHIRPOOL,2,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
229,LIMPIADOR SERPENTINES ALQUIM 1L ROS.,-22,ACCESORIOS,ACCESORIOS.xlsx,55.42,55.42,43.1,51.31,0.0,0.0,"{""regular"":55.42,""tecnico"":43.1,""cananea"":51.31,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
230,LIMPIADOR SERPENTINES ALQUIM GAL. ROS,20,ACCESORIOS,ACCESORIOS.xlsx,310.34,310.34,284.48,217.84,284.48,267.24,"{""regular"":310.34,""tecnico"":284.48,""cananea"":217.84,""mayoreo_menos"":284.48,""mayoreo_mas"":267.24}"
2302,"VALVULA ESFERA ROSCABLE AZUL DE 1/2""",5,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2309,EXPANSOR DE TUBO UNIVERSAL TIPO PINZA GB,4,ACCESORIOS,ACCESORIOS.xlsx,456.9,456.9,405.17,252.01,379.31,344.83,"{""regular"":456.9,""tecnico"":405.17,""cananea"":252.01,""mayoreo_menos"":379.31,""mayoreo_mas"":344.83}"
241,METRO CABLE USO RUDO 4X14AWG,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
242,METRO CABLE USO RUDO 3X14,-56,ACCESORIOS,ACCESORIOS.xlsx,30.17,30.17,28.45,0.0,27.59,0.0,"{""regular"":30.17,""tecnico"":28.45,""cananea"":0.0,""mayoreo_menos"":27.59,""mayoreo_mas"":0.0}"
243,METRO CABLE USO RUDO 3X12AWG,-130,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2436,"TORNILLO PUNTA DE BROCA 1-1/4"" SUELTO",90,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2437,"TORNILLO PUNTA DE BROCA 1-1/2"" SUELTO",94,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
244,METRO DE CABLE CALIBRE 8 THW NEGRO O ROJO,-60,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
245,METRO CABLE USO RUDO 3X10AWG,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
306,TUBO DE PVC 1/2 TRAMO 6 M,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
307,CODO PVC 1/2,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
308,TEE PVC 1/2,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
309,CENTRO DE CARGA RILEZ 2P,2,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
3092,REMPLAZO DE RELOJ Y SENSORES DE TEMPERATURA,-3,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
312,ESTOPA COLOR BOLSA 1KG ARD,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
313,MALLA REF. IMPERMEABILIZANTE METRO,88,ACCESORIOS,ACCESORIOS.xlsx,25.86,25.86,17.24,0.0,12.93,12.93,"{""regular"":25.86,""tecnico"":17.24,""cananea"":0.0,""mayoreo_menos"":12.93,""mayoreo_mas"":12.93}"
3450,"TORNILLO PUNTA DE BROCA 1/2"" ESTRELLA SUELTO",696,ACCESORIOS,ACCESORIOS.xlsx,1.29,1.29,0.86,0.6,0.86,0.6,"{""regular"":1.29,""tecnico"":0.86,""cananea"":0.6,""mayoreo_menos"":0.86,""mayoreo_mas"":0.6}"
405,BOQUILLA ENCENDIDO ELEC. P/GAS,-3,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
42008,"TAQUETE PLASTICO1/2"" PANEL YESO SUELTO",0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
44405,"TORNILLO PUNTA DE BROCA 3/4"" HEXAGONAL SUELTO",-4,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
44406,"TORNILLO PUNTA DE BROCA 1"" HEXAGONAL SUELTO",-174,ACCESORIOS,ACCESORIOS.xlsx,1.72,1.72,1.29,0.95,1.29,0.95,"{""regular"":1.72,""tecnico"":1.29,""cananea"":0.95,""mayoreo_menos"":1.29,""mayoreo_mas"":0.95}"
44647,TORNILLO PUNTA DE BROCA ESTRELLA 1 SUELTO,-372,ACCESORIOS,ACCESORIOS.xlsx,1.72,1.72,1.72,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
456654,SOLDADURA DE ALUMNIO,271,ACCESORIOS,ACCESORIOS.xlsx,30.25,30.25,30.0,18.84,0.0,0.0,"{""regular"":30.25,""tecnico"":30.0,""cananea"":18.84,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
46925,ABRAZADERA PARA TUBO TIPO OMEGA 4 PLG,400,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
48129,LAMAPARAS LED TIPO PRUEBA DE VAPOR 40W/65K/3400L SOBREPONER,-11,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
5000,METRO CINTA ALUMINIO FASSON,-158.8,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
509,METRO CABLE USO RUDO 2X14AWG,-78,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
54007150251,CINTA VULCANIZABLE 3M SUPER 23,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
609,TUBO TERMORETRACTIL 3/8 METRO,-7.5,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
6202,BALERO NTN 6202,-13,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
6203,BALERO NTN 6203,-12,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
6203'2RS 1-2[ C3,"BALERO PFI 6203 1/2""",0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
630,ACIDO MURIATICO AMARILLO LTR,-627.8,ACCESORIOS,ACCESORIOS.xlsx,21.55,21.55,21.55,0.0,21.55,0.0,"{""regular"":21.55,""tecnico"":21.55,""cananea"":0.0,""mayoreo_menos"":21.55,""mayoreo_mas"":0.0}"
655616000045,CINTA DE ALUMINIO FASSON,-3,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
684032000759,FRASCO FUNDENTE P/PLATA .5LB,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
684032000889,FRASCO FUNDENTE PLATA 6.5OZ,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7.5062406806E+12,"DESARMADOR CRUZ 1/4 X 12"" PRETUL",-1,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
716352459761,BOQUILLA DE DOBLE TUBO DE ALTO RENDIMIENTO TURNER,5,ACCESORIOS,ACCESORIOS.xlsx,844.83,844.83,750.0,378.01,702.59,556.03,"{""regular"":844.83,""tecnico"":750.0,""cananea"":378.01,""mayoreo_menos"":702.59,""mayoreo_mas"":556.03}"
716352497275,ANTOCHA TURBO TORCH TX504,-1,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
722429128027,LIQUIDO DESENGRASANTE AWESOME GAL.,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
722429640192,LIQUIDO AMONIACO AWESOME1.9LT,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
72722429200167,LIQUIDO DESENGRASANTE AWESOME LT.,-3,ACCESORIOS,ACCESORIOS.xlsx,60.34,60.34,60.34,43.09,0.0,0.0,"{""regular"":60.34,""tecnico"":60.34,""cananea"":43.09,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7316570468236,BALERO SKF 608,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
731919331021,GUANTES DE SEGURIDAD MARCA FIRMGRIP DIF. COLORES,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
739210356569,BALERO PFI 6006 SIRVE P/LAV,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
739210356729,BALERO PFI 608,2,ACCESORIOS,ACCESORIOS.xlsx,25.86,25.86,19.83,0.0,0.0,0.0,"{""regular"":25.86,""tecnico"":19.83,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
739210356897,BALERO 6201 PARA MOTOR DE LAV WH PFI,12,ACCESORIOS,ACCESORIOS.xlsx,30.17,30.17,30.17,17.98,30.17,25.86,"{""regular"":30.17,""tecnico"":30.17,""cananea"":17.98,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
7500012011955,"CEPILLO DE ALAMBRE T. COPA 3""",0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7501102614056,PEGAMENTO KOLA LOCA GOTERITO 3.5G,-32,ACCESORIOS,ACCESORIOS.xlsx,30.17,30.17,30.17,0.0,25.86,0.0,"{""regular"":30.17,""tecnico"":30.17,""cananea"":0.0,""mayoreo_menos"":25.86,""mayoreo_mas"":0.0}"
7501102623102,PEGAMENTO KOLA LOCA INDUSTRIAL 20G,-51,ACCESORIOS,ACCESORIOS.xlsx,56.03,56.03,56.03,56.03,0.0,0.0,"{""regular"":56.03,""tecnico"":56.03,""cananea"":56.03,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7501102625205,PEGAMENTO KOLA LOKA INDUSTRIAL 10G,-1,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7501199420035,AFLOJATODO LOCTITE 300G,0,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7501206602836,"PINZA DE PRESION PUNTA LARGA 9""",3,ACCESORIOS,ACCESORIOS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7501206603253,LIJA P/PLOMERO 120 METRO,-146.5,ACCESORIOS,ACCESORIOS.xlsx,8.62,8.62,8.62,0.0,5.17,0.0,"{""regular"":8.62,""tecnico"":8.62,""cananea"":0.0,""mayoreo_menos"":5.17,""mayoreo_mas"":0.0}"
7501206608425,SELLADOR ROJO ALTA TEMP ROJO 85G,8,ACCESORIOS,ACCESORIOS.xlsx,47.41,47.41,47.41,0.0,47.41,0.0,"{""regular"":47.41,""tecnico"":47.41,""cananea"":0.0,""mayoreo_menos"":47.41,""mayoreo_mas"":0.0}"
