sku,nombre,regular_con_IVA,tecnico_con_IVA,cananea_con_IVA,mayoreo_menos_con_IVA,mayoreo_mas_con_IVA,regular_sin_IVA,tecnico_sin_IVA,cananea_sin_IVA,mayoreo_menos_sin_IVA,mayoreo_mas_sin_IVA,nombre_normalizado
121,RODILLO TAMBOR SEC WH PZA. O,195,160,0,130,105,168.1,137.93,0,112.07,90.52,RODILLO TAMBOR SEC WH PZA. O
122,RODILLO TAMBOR SEC. AM PZA,395,348,,0,0,340.52,300,,0,0,RODILLO TAMBOR SEC. AM PZA
1354,RODILLO TAMBOR SEC. MY WH,180,150,80.39,135,120,155.17,129.31,69.3,116.38,103.45,RODILLO TAMBOR SEC. MY WH
1473,SELLO FELPA CON DESLIZADOR GEN,320,270,165.8,245,220,275.86,232.76,142.93,211.21,189.66,SELLO FELPA CON DESLIZADOR GEN
1015,SOPORTE BUJE SEC. MABE 248C1156G001,260,235,159.67,215,200,224.14,202.59,137.65,185.34,172.41,SOPORTE BUJE SEC. MABE 248C1156G001
2037,SOPORTE PUERTA SEC. SAMSUNG  DC97-18057A,300,260,154.69,240,220,258.62,224.14,133.35,206.9,189.66,SOPORTE PUERTA SEC. SAMSUNG DC97-18057A
1662,SOPORTE TAMBOR SEC WW 131825900,80.01,69.99,16.87,60,25.73,68.97,60.34,14.54,51.72,22.18,SOPORTE TAMBOR SEC WW 131825900
1470,SWICTH SELECTOR SEC 234D2342P002,135,120,,110,100,116.38,103.45,,94.83,86.21,SWICTH SELECTOR SEC 234D2342P002
131447500,SWITCH ARRANQUE S/CLIP ROT. SEC. WW 2 TERM. 131447500,450,380,253.35,380,350,387.93,327.59,218.41,327.59,301.72,SWITCH ARRANQUE S/CLIP ROT. SEC. WW 2 TERM. 131447500
WE4M416,SWITCH ENCENDIDO MABE ORG WE4M416,285,250,56.9,235,220,245.69,215.52,49.05,202.59,189.66,SWITCH ENCENDIDO MABE ORG WE4M416
1325,SWITCH PUERTA MABE ORG. 248C1157P001,100,95,80,90,85,86.21,81.9,68.97,77.59,73.28,SWITCH PUERTA MABE ORG. 248C1157P001
1191,SWITCH PUERTA SEC WH GEN TIPO 279347,180,180,,150,140,155.17,155.17,,129.31,120.69,SWITCH PUERTA SEC WH GEN TIPO 279347
1294,SWITCH PUERTA SEC. WH GEN 279347,200,160,79.18,145,82.83,172.41,137.93,68.26,125,71.41,SWITCH PUERTA SEC. WH GEN 279347
W10169313,SWITCH PUERTA WH OR. 33001508,250,0,,0,0,215.52,0,,0,0,SWITCH PUERTA WH OR. 33001508
1224,SWITCH ROTATORIO MABE ORG. 212D1094P004,125,110,61.73,110,100,107.76,94.83,53.22,94.83,86.21,SWITCH ROTATORIO MABE ORG. 212D1094P004
1494,SWITCH SEC. MABE 1 BOTON 3 TERM.,150,130,,120,110,129.31,112.07,,103.45,94.83,SWITCH SEC. MABE 1 BOTON 3 TERM.
78,SWITCH SECADORA TAPA WH 3C. GEN,160,120,42.07,110,71.74,137.93,103.45,36.27,94.83,61.84,SWITCH SECADORA TAPA WH 3C. GEN
2156,SWITCH SELECTOR 4 POS. 5 TERM. 212D1095P005,2250,320,225,280,250,1939.66,275.86,193.97,241.38,215.52,SWITCH SELECTOR 4 POS. 5 TERM. 212D1095P005
2157,SWITCH SELECTOR 4 POS. 5 TERM. WE4M269,300,255,145.35,230,210,258.62,219.83,125.3,198.28,181.03,SWITCH SELECTOR 4 POS. 5 TERM. WE4M269
1532,"SWITCH TAPA SEC MABE WW02F00809,254c1353p002",199,120,,100,90,171.55,103.45,,86.21,77.59,"SWITCH TAPA SEC MABE WW02F00809,254C1353P002"
883049433936,SWITCH TAPA WH ORG 3977456,200,165,98.03,150,140,172.41,142.24,84.51,129.31,120.69,SWITCH TAPA WH ORG 3977456
79,SWITCH TAPA WH ORG. 3 CAB.,320,280,176.61,265,250,275.86,241.38,152.25,228.45,215.52,SWITCH TAPA WH ORG. 3 CAB.
3406102,SWITCH TAPA WHORG. 2 CABLES,290,164.79,0,164.78,0,250,142.06,0,142.05,0,SWITCH TAPA WHORG. 2 CABLES
WP3398095,SWITCH WH 3398095,970,970,760.74,970,850,836.21,836.21,655.81,836.21,732.76,SWITCH WH 3398095
746,TAPA METALICA PARA CONTACTO 220V SECADORA,100,100,75,100,90,86.21,86.21,64.66,86.21,77.59,TAPA METALICA PARA CONTACTO 220V SECADORA
5304500453,TARJETA CTLR.ELEC. 137275305 5304500453,3400,3130,,2890,2650,2931.03,2698.28,,2491.38,2284.48,TARJETA CTLR.ELEC. 137275305 5304500453
W11027185,TARJETA CTRL SEC. WH. ORG W11027185,6500,5800,4866,5800,5800,5603.45,5000,4194.83,5000,5000,TARJETA CTRL SEC. WH. ORG W11027185
1110,TERMICO CHICO SAMSUNG ORG.,110,95,42.64,90,85,94.83,81.9,36.76,77.59,73.28,TERMICO CHICO SAMSUNG ORG.
11601,TERMICO DE SQDE 2X20 AMPS,0,0,,0,0,0,0,,0,0,TERMICO DE SQDE 2X20 AMPS
1112,TERMICO GRANDE SAMSUNG ORG. 091216,150,135,,125,115,129.31,116.38,,107.76,99.14,TERMICO GRANDE SAMSUNG ORG. 091216
1113,TERMICO GRANDE SAMSUNG ORG. A1302,200,180,115.71,170,155,172.41,155.17,99.75,146.55,133.62,TERMICO GRANDE SAMSUNG ORG. A1302
1109,TERMICO PUENTE SAMSUNG ORG.,250,209.99,154.69,180,170,215.52,181.03,133.35,155.17,146.55,TERMICO PUENTE SAMSUNG ORG.
1114,TERMICO SAMSUNG ORG. D2126,190,165,78.76,155,140,163.79,142.24,67.9,133.62,120.69,TERMICO SAMSUNG ORG. D2126
1976,TERMICO SEC. WH GEN L155-25F 4TERM. 3387134 SECADORA ELECTRICA,140,110,59.33,95,85,120.69,94.83,51.15,81.9,73.28,TERMICO SEC. WH GEN L155-25F 4TERM. 3387134 SECADORA ELECTRICA
37001136,TERMICO SEC. WH/ AMANA 37001136 5 PINES 146F,850,850,717.78,850,850,732.76,732.76,618.78,732.76,732.76,TERMICO SEC. WH/ AMANA 37001136 5 PINES 146F
3387134,TERMICO SEC. WHO L155-25F 4 TERM. 3387134,450,400,239.4,370.01,340,387.93,344.83,206.38,318.97,293.1,TERMICO SEC. WHO L155-25F 4 TERM. 3387134
5304406099,TERMICO SECADORA WW L240-50F ORG.,320,285,,265,245,275.86,245.69,,228.45,211.21,TERMICO SECADORA WW L240-50F ORG.
1239,TERMICOS Y SWITCH SEC MABE ORG,600,499.99,,0,0,517.24,431.03,,0,0,TERMICOS Y SWITCH SEC MABE ORG
X002V2NXLJ,"TERMISTOR DE TEMPERATURA LG ROJO 6323EL2001B, 6323EL2001H",500,400,,350,320.29,431.03,344.83,,301.72,276.11,"TERMISTOR DE TEMPERATURA LG ROJO 6323EL2001B, 6323EL2001H"
1111,"TERMISTOR SAMSUNG ORG SIRVE WH,MY",240,200,,180,170,206.9,172.41,,155.17,146.55,"TERMISTOR SAMSUNG ORG SIRVE WH,MY"
134711300,TERMISTOR SEC ELEC.134711300,950,830,,780,720,818.97,715.52,,672.41,620.69,TERMISTOR SEC ELEC.134711300
WP31001590,TERMISTOR WH WP31001590,390,330,0,330,330,336.21,284.48,0,284.48,284.48,TERMISTOR WH WP31001590
135,TERMOFUSIBLE DELGADO SEC. WH GEN.,50,40,16.18,40,40,43.1,34.48,13.95,34.48,34.48,TERMOFUSIBLE DELGADO SEC. WH GEN.
231,"TERMOPAR P/BOILER CONPILOTO 14""",130,111.36,,109.55,0,112.07,96,,94.44,0,"TERMOPAR P/BOILER CONPILOTO 14"""
3977767,TERMOSTATO 105C WH ORG 3977767,240,200,113.23,180,165,206.9,172.41,97.61,155.17,142.24,TERMOSTATO 105C WH ORG 3977767
137032600,TERMOSTATO ALTO LIMITE WW ORG. 137032600,380,325.99,,0,0,327.59,281.03,,0,0,TERMOSTATO ALTO LIMITE WW ORG. 137032600
134048900,TERMOSTATO ELE ORG. 134048900 L135-15F,350,310,,290,270,301.72,267.24,,250,232.76,TERMOSTATO ELE ORG. 134048900 L135-15F
W910010090,TERMOSTATO KIT WHO W910010090,350,290,191.85,270,202.98,301.72,250,165.39,232.76,174.98,TERMOSTATO KIT WHO W910010090
134711401,TERMOSTATO LIMITADOR TERMICO WW ORG. 134711401,195,185,,170,160,168.1,159.48,,146.55,137.93,TERMOSTATO LIMITADOR TERMICO WW ORG. 134711401
137539200,TERMOSTATO SEC. ELECTROLUX 137539200 314F,250,210,126.69,195,180,215.52,181.03,109.22,168.1,155.17,TERMOSTATO SEC. ELECTROLUX 137539200 314F
136,TERMOSTATO SEC. KIT WH G. 279769,150,115,,0,0,129.31,99.14,,0,0,TERMOSTATO SEC. KIT WH G. 279769
279769,TERMOSTATO SEC. KIT WHO. 279769,180,165,0,140,101.09,155.17,142.24,0,120.69,87.15,TERMOSTATO SEC. KIT WHO. 279769
5308015399,TERMOSTATO SEC. WW. 5308015399,350,,,,,301.72,,,,,TERMOSTATO SEC. WW. 5308015399
338906V,TERMOSTATO SENSOR FLAMA I WH MAY O.,380,350,236.1,350,320,327.59,301.72,203.53,301.72,275.86,TERMOSTATO SENSOR FLAMA I WH MAY O.
1230,TIMER SEC. GE MABE ORG 234D1296P008 TMD14M06,790,690,414.13,640,595,681.03,594.83,357.01,551.72,512.93,TIMER SEC. GE MABE ORG 234D1296P008 TMD14M06
1801,TIMER SEC. GE MABE ORG 234D1296P017 TMD1TM26,1300,900,544.73,850,785,1120.69,775.86,469.59,732.76,676.72,TIMER SEC. GE MABE ORG 234D1296P017 TMD1TM26
2194,TIMER SEC. GE MABE ORG 234D2377P001,1300,1100,682.1,1000,900,1120.69,948.28,588.02,862.07,775.86,TIMER SEC. GE MABE ORG 234D2377P001
1496,TIMER SEC. GE MABE ORG 234D2377P002 TMD1CM34,1350,1180,438.49,1100,1020,1163.79,1017.24,378.01,948.28,879.31,TIMER SEC. GE MABE ORG 234D2377P002 TMD1CM34
1681,TIMER SEC. GE MABE ORG 234D2377P007 / TMD1CM33,620,550,,510.01,475,534.48,474.14,,439.66,409.48,TIMER SEC. GE MABE ORG 234D2377P007 / TMD1CM33
870,TIMER SEC. GE MABE ORG. TMD1DM18 234D1296P010,700,620,,590,540,603.45,534.48,,508.62,465.52,TIMER SEC. GE MABE ORG. TMD1DM18 234D1296P010
1534,TIMER SEC. MABE WW02F00658 234d2377p002,1200,930,,880,820,1034.48,801.72,,758.62,706.9,TIMER SEC. MABE WW02F00658 234D2377P002
1760,TIMER SEC. WH W10185981,1754.81,1686.93,1398.38,1592.88,1398.4,1512.77,1454.25,1205.5,1373.17,1205.52,TIMER SEC. WH W10185981
1708,TIMER SEC. WH W10436308,2570,2270,1586.66,2120,1965,2215.52,1956.9,1367.81,1827.59,1693.97,TIMER SEC. WH W10436308
2319,TIMER SEC. WH. W10185992 / W11758408 GEN,1500,1320,778.31,1250,1120,1293.1,1137.93,670.96,1077.59,965.52,TIMER SEC. WH. W10185992 / W11758408 GEN
1632,TIMER SECADORA WH W10185969 / 701-1-AM1631,2460,2170,1592.88,2020,1880,2120.69,1870.69,1373.17,1741.38,1620.69,TIMER SECADORA WH W10185969 / 701-1-AM1631
1980,TIMER SECADORA WH W10185982,2390,2100,1270.38,1965,1825,2060.34,1810.34,1095.16,1693.97,1573.28,TIMER SECADORA WH W10185982
1631,TIMER SECADORA WH W10185992 / 602-1-AM,2460,2210,971.97,2060,1340,2120.69,1905.17,837.91,1775.86,1155.17,TIMER SECADORA WH W10185992 / 602-1-AM
1625,TIMER SECADORA WH W10436302,2130,1880,1132.95,1750,1630,1836.21,1620.69,976.68,1508.62,1405.17,TIMER SECADORA WH W10436302
WPW10185992,TIMER SECADORA WH WPW10185992,3600,3235,,0,0,3103.45,2788.79,,0,0,TIMER SECADORA WH WPW10185992
1585,TURBINA MABE 234D2117P003 / WW02F00900,160,140,,130,120,137.93,120.69,,112.07,103.45,TURBINA MABE 234D2117P003 / WW02F00900
1310,TURBINA MABE MODERNA SEC. WE16M15 WW02A00073,680,585,,550,550,586.21,504.31,,474.14,474.14,TURBINA MABE MODERNA SEC. WE16M15 WW02A00073
1183,TURBINA MOTOR MAYTAG 303836 GEN,260,230,103.57,209.99,190,224.14,198.28,89.28,181.03,163.79,TURBINA MOTOR MAYTAG 303836 GEN
WP694089,TURBINA MOTOR SEC. WHO WP694089,475,395,,0,0,409.48,340.52,,0,0,TURBINA MOTOR SEC. WHO WP694089
7786,"TURBINA MOTOR WH GEN 694089,279711",280,220.01,87.72,190,190,241.38,189.66,75.62,163.79,163.79,"TURBINA MOTOR WH GEN 694089,279711"
131476309,TURBINA MOTOR WW ORG. 131476300,550,480,225.35,430,400,474.14,413.79,194.27,370.69,344.83,TURBINA MOTOR WW ORG. 131476300
0106,TURBINA MYO wp53',627.72,0,,0,0,541.14,0,,0,0,TURBINA MYO WP53'
697772,TURBINA SEC WH 697772,1450,1300,838.5,1200,1150,1250,1120.69,722.84,1034.48,991.38,TURBINA SEC WH 697772
2168,TURBINA SEC. MABE 234D1593P001/WW02A00011,320,255,78.87,235,215,275.86,219.83,67.99,202.59,185.34,TURBINA SEC. MABE 234D1593P001/WW02A00011
2168,TURBINA SEC. MABE ORG.  234D1593P001 / 212D1092G001,290,250,86.73,220,190,250,215.52,74.77,189.66,163.79,TURBINA SEC. MABE ORG. 234D1593P001 / 212D1092G001
1977,TURBINA SEC. MAYTAG NEPTUNO 33001790,760,670,560.11,670,670,655.17,577.59,482.85,577.59,577.59,TURBINA SEC. MAYTAG NEPTUNO 33001790
2261,TURBINA SEC. WH. 7 PUL. GEN. 696426,210,185,71.14,170,160,181.03,159.48,61.33,146.55,137.93,TURBINA SEC. WH. 7 PUL. GEN. 696426
131775600,TURBINA Y CUBIERTA SEC. ELECTROLUX 131775600,1400,1200,857.49,1140,1080,1206.9,1034.48,739.22,982.76,931.03,TURBINA Y CUBIERTA SEC. ELECTROLUX 131775600
116,VALVULA DE GAS WHMY SEC,355,0,,0,0,306.03,0,,0,0,VALVULA DE GAS WHMY SEC
1240,VALVULA REGULADORA DE GAS WW ORG SIRVE VARIAS MARCAS,310,290,,0,0,267.24,250,,0,0,VALVULA REGULADORA DE GAS WW ORG SIRVE VARIAS MARCAS
LOT400,VALVULA SEC MABE EASY-GE ORIGINAL GAS LP(BUTANO),1080,950.01,575.51,890,820,931.03,818.97,496.13,767.24,706.9,VALVULA SEC MABE EASY-GE ORIGINAL GAS LP(BUTANO)
AGM30063309,VALVULA SEC. LG ORG. 5221EL2002A,2900,,,,,2500,,,,,VALVULA SEC. LG ORG. 5221EL2002A
189D7089P003,VALVULA SEC. MABE EASY GAS LP  ORG. 189D7089P003,1100,960,584.65,900,840,948.28,827.59,504.01,775.86,724.14,VALVULA SEC. MABE EASY GAS LP ORG. 189D7089P003
189D7089P016,VALVULA SEC. MABE ORG. BOBINA DUAL 189D7089P016,920,815,579.77,780,780,793.1,702.59,499.8,672.41,672.41,VALVULA SEC. MABE ORG. BOBINA DUAL 189D7089P016
189D7089P001,VALVULA SEC. MABE ORIGINAL 2 BOBINAS NUEVA GAS NATURAL,1080,960,,890,830,931.03,827.59,,767.24,715.52,VALVULA SEC. MABE ORIGINAL 2 BOBINAS NUEVA GAS NATURAL
212D1460P001,VALVULA SEC. MABE ORIGINAL 3 BOBINAS COMPLETA,870,770,289.29,710,660.01,750,663.79,249.39,612.07,568.97,VALVULA SEC. MABE ORIGINAL 3 BOBINAS COMPLETA
LOT401,VALVULA SECADORA MABE ORIGINAL GAS LP,650,570,345.92,530,499.99,560.34,491.38,298.21,456.9,431.03,VALVULA SECADORA MABE ORIGINAL GAS LP
2126,"VENTILA CON REJILLA 4""",200,170,103.96,160,150,172.41,146.55,89.62,137.93,129.31,"VENTILA CON REJILLA 4"""
1409,AIRE ACONDICIONADO TIPO MINISPLIT DE 1.5 TON MOD: VAWC18-0N3C4,600,0,,0,0,517.24,0,,0,0,AIRE ACONDICIONADO TIPO MINISPLIT DE 1.5 TON MOD: VAWC18-0N3C4
3J3124W0012971777,"AIRE ACONDICIONADO TIPO MINISPLIT MARCA GREE 220V R410A DE UNA TONELADA MOD: GWC12ATBXADENN1A/O SERIE: 3J31330010916,",1450,986,,,,1250,850,,,,"AIRE ACONDICIONADO TIPO MINISPLIT MARCA GREE 220V R410A DE UNA TONELADA MOD: GWC12ATBXADENN1A/O SERIE: 3J31330010916,"
BC11,BOMBA PARA COOLER DE 11000FT MAXCOOL 230V,1,,,,,0.86,,,,,BOMBA PARA COOLER DE 11000FT MAXCOOL 230V
CH14,"CHUMACERA DE 1 1/4""",1,,,,,0.86,,,,,"CHUMACERA DE 1 1/4"""
RETORNO1739,"CIERRE DE MAQUINA DUCTO EXTERIOR AISLADO, RESANAR LOSA E IMPERMEABILIZADO INYECCION Y",1,0,0,0,0,0.86,0,0,0,0,"CIERRE DE MAQUINA DUCTO EXTERIOR AISLADO, RESANAR LOSA E IMPERMEABILIZADO INYECCION Y"
1852,COMPRESOR PARA REFRIGERADOR DOMESTICO 110V 134A 1/3HP EMBRACO,0,,,,,0,,,,,COMPRESOR PARA REFRIGERADOR DOMESTICO 110V 134A 1/3HP EMBRACO
1072,COMPRESOR PARA REFRIGERADOR TIPO VITRINA 110V R134 1/2HP,2800,2500,,2099.99,0,2413.79,2155.17,,1810.34,0,COMPRESOR PARA REFRIGERADOR TIPO VITRINA 110V R134 1/2HP
1868,COMPRESOR PARA REFRIGERADOR TIPO VITRINA 110V R134A USO PESADO,0,,,,,0,,,,,COMPRESOR PARA REFRIGERADOR TIPO VITRINA 110V R134A USO PESADO
1439,COMPRESOR REF LG INVERTER ORIGINAL 220V R600,3200,2600,,2450,2300,2758.62,2241.38,,2112.07,1982.76,COMPRESOR REF LG INVERTER ORIGINAL 220V R600
2052,CONDENSADOR PARA REFRIGERADOR CAPACIDAD 1/4 HP PARA REFRIGERADOR SAMSUNG,2320,,,,,2000,,,,,CONDENSADOR PARA REFRIGERADOR CAPACIDAD 1/4 HP PARA REFRIGERADOR SAMSUNG
1881,CONTACTOR 50AMP 3PH 227V,522,,,,,450,,,,,CONTACTOR 50AMP 3PH 227V
1733,CONTACTOR DE 220V 30 AMPS,672.8,672.8,672.8,672.8,672.8,580,580,580,580,580,CONTACTOR DE 220V 30 AMPS
2039,CONTACTOR MARCA SUAQ DE 40 AMPS,9230,,,,,7956.9,,,,,CONTACTOR MARCA SUAQ DE 40 AMPS
1895,CREMALLERA PARA ESTANTES,0,,,,,0,,,,,CREMALLERA PARA ESTANTES
OCULTO1832,"DISPENSADOR DE AGUA MARCA MIRAGE MOD:MDD30 CON COMPRESOR R134, 127V, ACERO INOXIDABLE GARRAFON",0,,,,,0,,,,,"DISPENSADOR DE AGUA MARCA MIRAGE MOD:MDD30 CON COMPRESOR R134, 127V, ACERO INOXIDABLE GARRAFON"
73152108,EMBOBINADO DE MOTOR ELECTRICO DE 3/4 HP PARA PUERTA ELECTRICA,2433.68,,,,,2098,,,,,EMBOBINADO DE MOTOR ELECTRICO DE 3/4 HP PARA PUERTA ELECTRICA
1738,ESCUADRA DE ANGULO PARA MONTAJE DE DUCTO,0,,,,,0,,,,,ESCUADRA DE ANGULO PARA MONTAJE DE DUCTO
SC11,EVAPORADOR DE REFRIGERADOR TIPO VITRINA DE COBRE MARCA COLDTEK MODELO: EUVTCM057,1,,,,,0.86,,,,,EVAPORADOR DE REFRIGERADOR TIPO VITRINA DE COBRE MARCA COLDTEK MODELO: EUVTCM057
1734,EXTRACTOR VENTILADOR PARA BA�O MARCA BROAN 4.0 CFM (PI3/MIN) INCLUYE INSTALACION,1392,0,,,,1200,0,,,,EXTRACTOR VENTILADOR PARA BA�O MARCA BROAN 4.0 CFM (PI3/MIN) INCLUYE INSTALACION
M1859,"FABRICACION DE PLAFON RIGIDO CON CANAL LISTON, ANGULO DE AMARRE Y HOJA DE TABLAROCA BLANCA DE 1.22X2.44",0,,,,,0,,,,,"FABRICACION DE PLAFON RIGIDO CON CANAL LISTON, ANGULO DE AMARRE Y HOJA DE TABLAROCA BLANCA DE 1.22X2.44"
3091,FECHA PARA TRANSMISION,0,,,,,0,,,,,FECHA PARA TRANSMISION
1902,"FILTRO DESHIDRATADOR, VALVULA DE SERVICIO Y REFRIGERANTE",0,,,,,0,,,,,"FILTRO DESHIDRATADOR, VALVULA DE SERVICIO Y REFRIGERANTE"
1732,FLUXOMETRO WC MANIJA 38 4.8L CROMO,1508,1392,1392,1392,1392,1300,1200,1200,1200,1200,FLUXOMETRO WC MANIJA 38 4.8L CROMO
1887,GASTOS DE VIAJE,1392,,,,,1200,,,,,GASTOS DE VIAJE
1833,INSTALACION DE AIRE ACONDICIONADO PROMEDIO DIFERENTES CAPACIDADES,1699.4,1,,0,,1465,0.86,,0,,INSTALACION DE AIRE ACONDICIONADO PROMEDIO DIFERENTES CAPACIDADES
5464651,KG DE REFRIGERANTE R22 PARA AIRE ACONDICIONADO TIPO DIVIDIDO DE 5 TON,9860,,,,,8500,,,,,KG DE REFRIGERANTE R22 PARA AIRE ACONDICIONADO TIPO DIVIDIDO DE 5 TON
DESHIDRATADOR1791,"KIT DE INSTALACION DE EVAPORADOR, INCLUYE: ACCESORIOS PARA LA INSTALACION, SOLDADURA, GAS REFRIGERANTE, NITROGENO, AGENTE DE LIMPIEZA, FILTRO",1276,,,,,1100,,,,,"KIT DE INSTALACION DE EVAPORADOR, INCLUYE: ACCESORIOS PARA LA INSTALACION, SOLDADURA, GAS REFRIGERANTE, NITROGENO, AGENTE DE LIMPIEZA, FILTRO"
1961,KIT DE INSTALACION PARA COMPRESOR PARA REFRIGERADOR TIPO VITRI,0,,,,,0,,,,,KIT DE INSTALACION PARA COMPRESOR PARA REFRIGERADOR TIPO VITRI
VENTILADORES1886,"KIT DE REEMPLAZO PARA CONVERSION DE REFRIGERADOR DIGITAL A ANALOGO. INCLUYE: TERMOSTATO PARA CONTROL DE TEMPERATURA, RELOJ DE DESHIELO, BIMETAL, CABLES, TERMINALES, Y",1392,,,,,1200,,,,,"KIT DE REEMPLAZO PARA CONVERSION DE REFRIGERADOR DIGITAL A ANALOGO. INCLUYE: TERMOSTATO PARA CONTROL DE TEMPERATURA, RELOJ DE DESHIELO, BIMETAL, CABLES, TERMINALES, Y"
48129,LAMAPARAS LED TIPO PRUEBA DE VAPOR 40W/65K/3400L SOBREPONER,190,115.53,,,,163.79,99.59,,,,LAMAPARAS LED TIPO PRUEBA DE VAPOR 40W/65K/3400L SOBREPONER
1834,LAVADORA AUTOMATICA DE RELOJ MARCA MAYTAG 20KG 110V MOD: MAV7580EWW REP.,0,,,,,0,,,,,LAVADORA AUTOMATICA DE RELOJ MARCA MAYTAG 20KG 110V MOD: MAV7580EWW REP.
1856,LLAVE ANGULAR SIN CONTRATUERCA DICA,0,,,,,0,,,,,LLAVE ANGULAR SIN CONTRATUERCA DICA
2006,LLAVE INDIVIDUAL PARA FREGADERO TAURO CROMO 7F RUGO,0,,,,,0,,,,,LLAVE INDIVIDUAL PARA FREGADERO TAURO CROMO 7F RUGO
901,LUMINARIA LED 120V/20W,20.5,,,,,17.67,,,,,LUMINARIA LED 120V/20W
1835,M2 DE DEMOLICION DE VITROPISO,0,,,,,0,,,,,M2 DE DEMOLICION DE VITROPISO
1851,"M2 DE FABRICACION DE MURO DE TABLAROCA A DOS CARAS CON POSTE Y CANAL DE 2 1/2"" CAL. 26",0,,,,,0,,,,,"M2 DE FABRICACION DE MURO DE TABLAROCA A DOS CARAS CON POSTE Y CANAL DE 2 1/2"" CAL. 26"
1731,M2 DE PINTURA VINILICA INCLUYE MATERIAL Y MANO DE OBRA,2088,1740,1.16,1740,1508,1800,1500,1,1500,1300,M2 DE PINTURA VINILICA INCLUYE MATERIAL Y MANO DE OBRA
OBRA934,"MAMPARAS PARA SANITARIO CON PUERTA DE 60X1.4M DE ALUMINIO CON MELAMINA, MATERIAL Y MANO DE",920,0,,0,0,793.1,0,,0,0,"MAMPARAS PARA SANITARIO CON PUERTA DE 60X1.4M DE ALUMINIO CON MELAMINA, MATERIAL Y MANO DE"
1775,"MANGUERA DE 50 CM 1/2X7/8""",4600,,,,,3965.52,,,,,"MANGUERA DE 50 CM 1/2X7/8"""
2093,MANIOBRA DE GRUA 1,45,30,13.78,25,20,38.79,25.86,11.88,21.55,17.24,MANIOBRA DE GRUA 1
2023,MANO DE OBRA EN LA INSTALACION DE AIRE ACONDICIONADO TIPO MINISPLIT,1392,,,,,1200,,,,,MANO DE OBRA EN LA INSTALACION DE AIRE ACONDICIONADO TIPO MINISPLIT
1973,MANO DE OBRA EN LA INSTALACION DE EVAPORADOR PARA REFRIGERADOR TIPO VITRINA,0,,,,,0,,,,,MANO DE OBRA EN LA INSTALACION DE EVAPORADOR PARA REFRIGERADOR TIPO VITRINA
371,METRO DE CABLE CALIBRE 10 THW VERDE PARA TIERRA FISICA,83,0,,0,0,71.55,0,,0,0,METRO DE CABLE CALIBRE 10 THW VERDE PARA TIERRA FISICA
2021,METRO DE EMPAQUE PERFIL BALLENA GRANDE 18MM BLANCO E IMAN,70,55,18.55,50,45,60.34,47.41,15.99,43.1,38.79,METRO DE EMPAQUE PERFIL BALLENA GRANDE 18MM BLANCO E IMAN
1877,METRO LINEAL DE DRENAJE,4176,,,,,3600,,,,,METRO LINEAL DE DRENAJE
123321312,MIGITORIO MOJAVE SECO BLANCO,1800,,,,,1551.72,,,,,MIGITORIO MOJAVE SECO BLANCO
1741,"MINISPLIT DUVENTUS CLASSIC, FRIO/CALOR, 1 TON, 220V",111.08,0,,,,95.76,0,,,,"MINISPLIT DUVENTUS CLASSIC, FRIO/CALOR, 1 TON, 220V"
12321321,"MINISPLIT DUVENTUS CLASSIC, FRIO/CALOR, 2 TON, 220V",9800,,,,,8448.28,,,,,"MINISPLIT DUVENTUS CLASSIC, FRIO/CALOR, 2 TON, 220V"
904,"MOTOR ELECTRICO 110V 1/2HP, FLECHA 1/2",348,0,,0,0,300,0,,0,0,"MOTOR ELECTRICO 110V 1/2HP, FLECHA 1/2"
3089,MOTOR ELECTRICO PARA LAVADORA MAYTAG 110V 1/3HP,0,,,,,0,,,,,MOTOR ELECTRICO PARA LAVADORA MAYTAG 110V 1/3HP
300,MOTOR EVAPORADOR 110V REF 2 PUERTAS,650,649.99,,0,0,560.34,560.34,,0,0,MOTOR EVAPORADOR 110V REF 2 PUERTAS
1850,MOTOR VENTILADOR PARA CONDENSADOR DE REFRIGERADOR 110V,0,,,,,0,,,,,MOTOR VENTILADOR PARA CONDENSADOR DE REFRIGERADOR 110V
1854,"MOTOR VENTILADOR PARA EVAPORADOR DE REFRIGERADOR TIPO VITRINA MARCA IMBERA, 110V/60HZ",1392,0,,,,1200,0,,,,"MOTOR VENTILADOR PARA EVAPORADOR DE REFRIGERADOR TIPO VITRINA MARCA IMBERA, 110V/60HZ"
1956,POLEA TENSORA PARA BANDA,0,,,,,0,,,,,POLEA TENSORA PARA BANDA
2003,RECARGA DE GAS A AIRE ACONDICIONADO TIPO MINISPLIT,0,,,,,0,,,,,RECARGA DE GAS A AIRE ACONDICIONADO TIPO MINISPLIT
1769,RECARGA DE GAS PARA REFRIGERADOR TIPO VITRINA,1999,812,,,,1723.28,700,,,,RECARGA DE GAS PARA REFRIGERADOR TIPO VITRINA
1880,RECTIFICACION DE TAPADERAS Y ROTOR DE MOTOR ELECTRICO 1/2HP,928,,,,,800,,,,,RECTIFICACION DE TAPADERAS Y ROTOR DE MOTOR ELECTRICO 1/2HP
1858,REEMPLAZO DE TERMINALES Y PROTECCION TERMICA A REFRIGERADOR TIPO VITRINA,510.4,0,,,,440,0,,,,REEMPLAZO DE TERMINALES Y PROTECCION TERMICA A REFRIGERADOR TIPO VITRINA
